ID,accession,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
OTU_46,AL390802.2,88.043,92,10,1,1,92,103116,103206,1.44E-19,108
OTU_47,NG_077217.1,100,94,0,0,1,94,943,1036,1.45E-39,174
OTU_47,CP068261.2,100,94,0,0,1,94,23212463,23212556,1.45E-39,174
OTU_47,AC091134.7,100,94,0,0,1,94,135186,135093,1.45E-39,174
OTU_47,AC131055.10,100,94,0,0,1,94,150532,150439,1.45E-39,174
OTU_47,AC107940.13,100,94,0,0,1,94,97339,97432,1.45E-39,174
OTU_47,AC132825.8,100,94,0,0,1,94,111524,111617,1.45E-39,174
OTU_47,AF227907.1,100,94,0,0,1,94,5548,5641,1.45E-39,174
OTU_47,XR_008680359.1,98.936,94,1,0,1,94,373,466,6.76E-38,169
OTU_47,AP023488.1,98.936,94,1,0,1,94,673878,673971,6.76E-38,169
OTU_47,AC206041.4,98.936,94,1,0,1,94,195847,195754,6.76E-38,169
OTU_50,NC_024860.1,98.936,94,1,0,1,94,3304,3397,6.76E-38,169
OTU_50,JN601070.1,98.936,94,1,0,1,94,2262,2355,6.76E-38,169
OTU_50,GQ338946.1,98.936,94,1,0,1,94,1069,1162,6.76E-38,169
OTU_50,AF486866.1,98.936,94,1,0,1,94,2197,2290,6.76E-38,169
OTU_50,OR397962.1,97.872,94,2,0,1,94,2263,2356,3.14E-36,163
OTU_50,OR397961.1,97.872,94,2,0,1,94,2263,2356,3.14E-36,163
OTU_50,OR360233.1,97.872,94,2,0,1,94,301,394,3.14E-36,163
OTU_50,OR260477.1,97.872,94,2,0,1,94,2263,2356,3.14E-36,163
OTU_50,OR260476.1,97.872,94,2,0,1,94,2263,2356,3.14E-36,163
OTU_50,OR255999.1,97.872,94,2,0,1,94,2262,2355,3.14E-36,163
OTU_52,NG_027509.3,100,93,0,0,1,93,1233,1325,5.14E-39,172
OTU_52,XM_011996668.1,91.304,92,7,1,3,93,1142,1233,1.46E-24,124
OTU_52,MZ040940.1,93.023,86,5,1,9,93,324,409,1.46E-24,124
OTU_52,AC213900.3,90.217,92,8,1,3,93,17967,18058,6.79E-23,119
OTU_52,XM_033179866.1,89.13,92,9,1,3,93,1152,1243,3.16E-21,113
OTU_52,XM_031935420.1,89.13,92,9,1,3,93,1143,1234,3.16E-21,113
OTU_52,NM_001195073.3,88.043,92,10,1,3,93,1113,1204,1.47E-19,108
OTU_52,NM_001195058.2,88.043,92,10,1,3,93,1145,1236,1.47E-19,108
OTU_52,XM_030927256.1,88.043,92,10,1,3,93,1152,1243,1.47E-19,108
OTU_52,XM_011959258.1,88.043,92,10,1,3,93,1143,1234,1.47E-19,108
OTU_53,NG_023462.4,90.526,95,9,0,1,95,1329,1423,4.19E-25,126
OTU_53,AC217026.3,90.526,95,9,0,1,95,206368,206462,4.19E-25,126
OTU_53,AC193936.3,90.526,95,9,0,1,95,141178,141272,4.19E-25,126
OTU_53,AC146433.3,90.526,95,9,0,1,95,48705,48799,4.19E-25,126
OTU_53,NG_077210.1,89.474,95,10,0,1,95,511,605,1.95E-23,121
OTU_53,AC244472.2,89.474,95,10,0,1,95,110226,110320,1.95E-23,121
OTU_53,AC239612.3,89.474,95,10,0,1,95,64738,64644,1.95E-23,121
OTU_53,NG_001333.2,89.474,95,10,0,1,95,501065,501159,1.95E-23,121
OTU_53,AC231380.2,89.474,95,10,0,1,95,112143,112049,1.95E-23,121
OTU_53,NG_023461.1,87.368,95,12,0,1,95,1225,1319,4.22E-20,110
OTU_54,NM_001194967.1,94.681,94,5,0,1,94,1127,1220,3.17E-31,147
OTU_54,OQ199584.1,93.617,94,6,0,1,94,2245,2338,1.47E-29,141
OTU_54,OQ199583.1,93.617,94,6,0,1,94,2245,2338,1.47E-29,141
OTU_54,OQ199582.1,93.617,94,6,0,1,94,2245,2338,1.47E-29,141
OTU_54,OQ199581.1,93.617,94,6,0,1,94,2245,2338,1.47E-29,141
OTU_54,OQ199580.1,93.617,94,6,0,1,94,2245,2338,1.47E-29,141
OTU_54,OQ199579.1,93.617,94,6,0,1,94,2245,2338,1.47E-29,141
OTU_54,OQ199578.1,93.617,94,6,0,1,94,2245,2338,1.47E-29,141
OTU_54,OQ199577.1,93.617,94,6,0,1,94,2245,2338,1.47E-29,141
OTU_54,MZ041128.1,93.617,94,6,0,1,94,320,413,1.47E-29,141
OTU_55,MZ041128.1,97.872,94,2,0,1,94,320,413,3.14E-36,163
OTU_55,LC433817.2,91.489,94,8,0,1,94,96,189,3.19E-26,130
OTU_55,LC433813.1,91.489,94,8,0,1,94,314,407,3.19E-26,130
OTU_55,MK920181.1,91.304,92,6,1,3,94,303,392,1.48E-24,124
OTU_55,MK920180.1,91.304,92,6,1,3,94,303,392,1.48E-24,124
OTU_55,MK920179.1,91.304,92,6,1,3,94,303,392,1.48E-24,124
OTU_55,MK920178.1,91.304,92,6,1,3,94,303,392,1.48E-24,124
OTU_55,KP120599.1,91.304,92,6,1,3,94,295,384,1.48E-24,124
OTU_55,MW035019.1,91.304,92,6,1,3,94,3,92,1.48E-24,124
OTU_55,MW035012.1,91.304,92,6,1,3,94,3,92,1.48E-24,124
OTU_56,NG_027507.2,100,91,0,0,1,91,1203,1293,6.42E-38,169
OTU_56,MZ041122.1,100,91,0,0,1,91,318,408,6.42E-38,169
OTU_56,AC012365.6,96.703,91,3,0,1,91,41592,41682,6.47E-33,152
OTU_56,NG_023475.4,94.505,91,5,0,1,91,1212,1302,1.40E-29,141
OTU_56,AC198105.2,92.308,91,7,0,1,91,63862,63772,3.03E-26,130
OTU_56,NG_027496.2,91.209,91,8,0,1,91,1190,1280,1.41E-24,124
OTU_56,NG_203433.1,91.209,91,8,0,1,91,1050,1140,1.41E-24,124
OTU_56,XM_011717647.1,91.209,91,8,0,1,91,991,1081,1.41E-24,124
OTU_56,AF420061.1,91.209,91,8,0,1,91,1414,1504,1.41E-24,124
OTU_56,AF420058.1,91.209,91,8,0,1,91,1414,1504,1.41E-24,124
OTU_58,XM_028836112.1,100,91,0,0,1,91,1132,1222,6.42E-38,169
OTU_58,AF420058.1,95.238,84,4,0,1,84,1414,1497,2.34E-27,134
OTU_58,AY603036.1,95.238,84,4,0,1,84,810,893,2.34E-27,134
OTU_58,NG_027496.2,94.118,85,5,0,1,85,1190,1274,3.03E-26,130
OTU_58,CP068261.2,94.118,85,5,0,1,85,19549593,19549677,3.03E-26,130
OTU_58,AP023477.1,94.118,85,5,0,1,85,19781294,19781378,3.03E-26,130
OTU_58,AF420061.1,94.118,85,5,0,1,85,1414,1498,3.03E-26,130
OTU_58,AF420056.1,94.118,85,5,0,1,85,1438,1522,3.03E-26,130
OTU_58,AF420055.1,94.118,85,5,0,1,85,1396,1480,3.03E-26,130
OTU_58,AF420054.1,94.118,85,5,0,1,85,1396,1480,3.03E-26,130
OTU_60,CP050569.1,100,92,0,0,1,92,13521257,13521166,1.82E-38,171
OTU_60,CP050620.1,100,92,0,0,1,92,13523582,13523491,1.82E-38,171
OTU_60,HG994395.1,100,92,0,0,1,92,15332240,15332149,1.82E-38,171
OTU_60,AB048589.1,100,92,0,0,1,92,4166,4257,1.82E-38,171
OTU_60,CP050580.1,95.652,92,4,0,1,92,596885,596794,8.51E-32,148
OTU_60,CP050629.1,95.652,92,4,0,1,92,598107,598016,8.51E-32,148
OTU_60,HG994412.1,95.652,92,4,0,1,92,2822875,2822784,8.51E-32,148
OTU_60,AB048588.1,95.652,92,4,0,1,92,3648,3739,8.51E-32,148
OTU_60,AC187326.11,94.565,92,5,0,1,92,101025,101116,3.96E-30,143
OTU_60,HG994405.1,92.391,92,5,1,1,92,34541102,34541013,3.08E-26,130
OTU_63,NC_026465.1,100,90,0,0,1,90,2269,2358,2.27E-37,167
OTU_63,MN816304.1,96.667,90,3,0,1,90,2263,2352,2.28E-32,150
OTU_63,OK163841.1,94.444,90,5,0,1,90,2266,2355,4.95E-29,139
OTU_63,GQ410327.1,94.444,90,5,0,1,90,962,1051,4.95E-29,139
OTU_63,GQ410332.1,93.333,90,6,0,1,90,960,1049,2.30E-27,134
OTU_63,GQ410331.1,93.407,91,4,2,1,90,961,1050,2.30E-27,134
OTU_63,GQ410330.1,93.407,91,4,2,1,90,961,1050,2.30E-27,134
OTU_63,NC_046915.1,92.222,90,7,0,1,90,2265,2354,1.07E-25,128
OTU_63,AF044616.1,92.222,90,7,0,1,90,321,410,1.07E-25,128
OTU_63,KC248381.1,91.111,90,8,0,1,90,314,403,4.98E-24,122
OTU_64,OM502028.1,100,94,0,0,1,94,1177131,1177038,1.45E-39,174
OTU_64,OQ199568.1,96.809,94,3,0,1,94,2253,2346,1.46E-34,158
OTU_64,MF893899.1,95.745,94,4,0,1,94,2246,2339,6.81E-33,152
OTU_64,MF893898.1,95.745,94,4,0,1,94,2246,2339,6.81E-33,152
OTU_64,OQ199567.1,95.745,94,4,0,1,94,2253,2346,6.81E-33,152
OTU_64,NC_026976.1,95.745,94,4,0,1,94,2780,2873,6.81E-33,152
OTU_64,KM360179.1,95.745,94,4,0,1,94,2782,2875,6.81E-33,152
OTU_64,MT300202.1,95.745,94,4,0,1,94,2243,2336,6.81E-33,152
OTU_64,MT300197.1,95.745,94,4,0,1,94,2238,2331,6.81E-33,152
OTU_64,MT300196.1,95.745,94,4,0,1,94,2239,2332,6.81E-33,152
OTU_65,NM_001195043.2,97.872,94,2,0,1,94,855,948,3.14E-36,163
OTU_65,OQ199736.1,93.617,94,6,0,1,94,2244,2337,1.47E-29,141
OTU_65,OQ199735.1,93.617,94,6,0,1,94,2244,2337,1.47E-29,141
OTU_65,OQ199703.1,93.617,94,6,0,1,94,2244,2337,1.47E-29,141
OTU_65,OQ199702.1,93.617,94,6,0,1,94,2244,2337,1.47E-29,141
OTU_65,OQ199701.1,93.617,94,6,0,1,94,2244,2337,1.47E-29,141
OTU_65,OQ199700.1,93.617,94,6,0,1,94,2244,2337,1.47E-29,141
OTU_65,OQ199699.1,93.617,94,6,0,1,94,2244,2337,1.47E-29,141
OTU_65,OQ199571.1,93.617,94,6,0,1,94,2249,2342,1.47E-29,141
OTU_65,AY360297.1,93.617,94,6,0,1,94,231,138,1.47E-29,141
OTU_67,MG250566.1,100,94,0,0,2,95,3518,3611,1.48E-39,174
OTU_67,MG250534.1,100,94,0,0,2,95,3518,3611,1.48E-39,174
OTU_67,MG250533.1,100,94,0,0,2,95,3518,3611,1.48E-39,174
OTU_67,MG250531.1,100,94,0,0,2,95,3518,3611,1.48E-39,174
OTU_67,MG250523.1,100,94,0,0,2,95,3518,3611,1.48E-39,174
OTU_67,KT194217.1,100,94,0,0,2,95,3517,3610,1.48E-39,174
OTU_67,KT279759.1,100,94,0,0,2,95,2263,2356,1.48E-39,174
OTU_67,KP765602.1,100,94,0,0,2,95,3568,3661,1.48E-39,174
OTU_67,KC505410.1,100,94,0,0,2,95,3567,3660,1.48E-39,174
OTU_67,KF472177.1,100,94,0,0,2,95,3517,3610,1.48E-39,174
OTU_68,OU893338.1,100,29,0,0,76,104,13564921,13564949,0.002,54.7
OTU_69,MW703460.1,100,93,0,0,1,93,243,335,5.14E-39,172
OTU_69,MW703459.1,100,93,0,0,1,93,243,335,5.14E-39,172
OTU_69,OP575307.1,100,93,0,0,1,93,2702,2794,5.14E-39,172
OTU_69,OL628830.1,100,93,0,0,1,93,2260,2352,5.14E-39,172
OTU_69,MZ061601.1,100,93,0,0,1,93,321,413,5.14E-39,172
OTU_69,MZ061600.1,100,93,0,0,1,93,321,413,5.14E-39,172
OTU_69,MZ061599.1,100,93,0,0,1,93,321,413,5.14E-39,172
OTU_69,MZ061598.1,100,93,0,0,1,93,321,413,5.14E-39,172
OTU_69,MZ061595.1,100,93,0,0,1,93,321,413,5.14E-39,172
OTU_69,MZ061594.1,100,93,0,0,1,93,321,413,5.14E-39,172
OTU_70,NC_022154.1,100,109,0,0,1,109,26811,26703,8.33E-48,202
OTU_70,NC_036103.1,97.248,109,3,0,1,109,3769,3877,8.39E-43,185
OTU_70,NC_010166.1,97.248,109,3,0,1,109,1856,1964,8.39E-43,185
OTU_70,NC_022168.1,96.33,109,4,0,1,109,3706,3598,3.90E-41,180
OTU_70,NC_022161.1,96.33,109,4,0,1,109,9478,9586,3.90E-41,180
OTU_70,MT421958.1,95.413,109,5,0,1,109,3935,3827,1.82E-39,174
OTU_70,NC_050841.1,95.413,109,5,0,1,109,9393,9285,1.82E-39,174
OTU_70,CP117544.1,94.495,109,6,0,1,109,9978,10086,8.45E-38,169
OTU_70,NC_013255.1,94.495,109,6,0,1,109,30247,30355,8.45E-38,169
OTU_70,OM373203.1,93.578,109,7,0,1,109,2411,2519,3.93E-36,163
OTU_71,NC_035815.1,96.739,92,3,0,1,92,2438,2529,1.83E-33,154
OTU_71,KY410900.1,96.739,92,3,0,1,92,2276,2367,1.83E-33,154
OTU_71,KY410899.1,96.739,92,3,0,1,92,2275,2366,1.83E-33,154
OTU_71,AY227453.1,96.739,92,3,0,1,92,315,406,1.83E-33,154
OTU_71,KY410919.1,89.362,94,6,4,1,92,2278,2369,8.63E-22,115
OTU_71,NC_035816.1,89.362,94,6,4,1,92,2500,2591,8.63E-22,115
OTU_71,KY410918.1,89.362,94,6,4,1,92,2282,2373,8.63E-22,115
OTU_71,KY410917.1,89.362,94,6,4,1,92,2280,2371,8.63E-22,115
OTU_72,OR327028.1,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_72,OR327027.1,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_72,OR327026.1,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_72,OR327025.1,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_72,OR327024.1,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_72,OR327023.1,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_72,OR327022.1,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_72,OR327021.1,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_72,OR327020.1,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_72,OR327019.1,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_73,XM_011996668.1,98.936,94,1,0,1,94,1140,1233,6.76E-38,169
OTU_73,XM_031666222.1,97.872,94,2,0,1,94,3405,3498,3.14E-36,163
OTU_73,XM_012089318.1,97.872,94,2,0,1,94,1140,1233,3.14E-36,163
OTU_73,XM_033179866.1,96.809,94,3,0,1,94,1150,1243,1.46E-34,158
OTU_73,XM_031935420.1,96.809,94,3,0,1,94,1141,1234,1.46E-34,158
OTU_73,XM_025386835.1,96.809,94,3,0,1,94,2006,2099,1.46E-34,158
OTU_73,XM_030927256.1,95.745,94,4,0,1,94,1150,1243,6.81E-33,152
OTU_73,XM_011959258.1,95.745,94,4,0,1,94,1141,1234,6.81E-33,152
OTU_73,NG_027509.3,90.217,92,8,1,3,94,1235,1325,6.90E-23,119
OTU_73,MZ040940.1,89.535,86,9,0,9,94,324,409,4.15E-20,110
OTU_74,AC239395.3,100,93,0,0,1,93,130292,130200,5.14E-39,172
OTU_74,AL030997.1,100,93,0,0,1,93,23064,23156,5.14E-39,172
OTU_74,CT841529.2,97.849,93,2,0,1,93,145542,145634,1.11E-35,161
OTU_74,CT573436.2,97.849,93,2,0,1,93,130608,130516,1.11E-35,161
OTU_74,AP025376.1,100,28,0,0,55,82,12744995,12744968,0.007,52.8
OTU_76,JQ790019.1,88.679,53,6,0,44,96,49,101,2.87E-07,67.6
OTU_77,AC215276.3,98.901,91,1,0,1,91,143248,143338,2.99E-36,163
OTU_79,NC_026120.1,96.809,94,3,0,1,94,2244,2337,1.46E-34,158
OTU_79,OQ199570.1,95.745,94,4,0,1,94,2245,2338,6.81E-33,152
OTU_79,XR_006698753.1,95.745,94,4,0,1,94,1150,1243,6.81E-33,152
OTU_79,MW090144.1,95.745,94,4,0,1,94,63,156,6.81E-33,152
OTU_79,MW090143.1,95.745,94,4,0,1,94,63,156,6.81E-33,152
OTU_79,MT300218.1,95.745,94,4,0,1,94,2245,2338,6.81E-33,152
OTU_79,MT300217.1,95.745,94,4,0,1,94,2245,2338,6.81E-33,152
OTU_79,MT300216.1,95.745,94,4,0,1,94,2245,2338,6.81E-33,152
OTU_79,MT300215.1,95.745,94,4,0,1,94,2246,2339,6.81E-33,152
OTU_79,MT300214.1,95.745,94,4,0,1,94,2242,2335,6.81E-33,152
OTU_86,AL117351.12,100,93,0,0,1,93,46783,46875,5.14E-39,172
OTU_87,AC012365.6,100,91,0,0,1,91,41592,41682,6.42E-38,169
OTU_87,NG_023475.4,97.802,91,2,0,1,91,1212,1302,1.39E-34,158
OTU_87,NG_027507.2,96.703,91,3,0,1,91,1203,1293,6.47E-33,152
OTU_87,MZ041122.1,96.703,91,3,0,1,91,318,408,6.47E-33,152
OTU_87,FN674038.1,86.813,91,12,0,1,91,238,328,6.60E-18,102
OTU_87,AL583743.3,86.813,91,12,0,1,91,23523,23613,6.60E-18,102
OTU_87,AL390802.2,86.813,91,12,0,1,91,103116,103206,6.60E-18,102
OTU_89,MZ041130.1,89.362,94,10,0,1,94,319,412,6.90E-23,119
OTU_89,MZ041121.1,89.362,94,10,0,1,94,319,412,6.90E-23,119
OTU_89,AC225831.5,89.362,94,10,0,1,94,13194,13287,6.90E-23,119
OTU_89,AC207616.3,89.362,94,10,0,1,94,100698,100791,6.90E-23,119
OTU_89,KC757406.1,88.043,92,11,0,1,92,2276,2367,4.15E-20,110
OTU_89,XM_011959258.1,82.979,94,16,0,1,94,1141,1234,7.00E-13,86.1
OTU_91,OY720315.1,94.286,35,2,0,23,57,7327258,7327292,0.002,54.7
OTU_91,OX467718.1,100,29,0,0,66,94,28093990,28093962,0.002,54.7
OTU_91,OX467711.1,100,29,0,0,66,94,63942923,63942951,0.002,54.7
OTU_91,OX419208.1,100,29,0,0,64,92,60312571,60312543,0.002,54.7
OTU_93,NG_023461.1,98.947,95,1,0,1,95,1225,1319,1.91E-38,171
OTU_93,FN674006.1,98.947,95,1,0,1,95,458,552,1.91E-38,171
OTU_93,NG_001337.2,98.947,95,1,0,1,95,52404,52498,1.91E-38,171
OTU_93,AF029308.1,98.947,95,1,0,1,95,52449,52543,1.91E-38,171
OTU_93,AL356489.14,98.947,95,1,0,1,95,3804,3898,1.91E-38,171
OTU_93,NG_077210.1,96.842,95,3,0,1,95,511,605,4.14E-35,159
OTU_93,AC244472.2,96.842,95,3,0,1,95,110226,110320,4.14E-35,159
OTU_93,AC239612.3,96.842,95,3,0,1,95,64738,64644,4.14E-35,159
OTU_93,NG_001333.2,96.842,95,3,0,1,95,501065,501159,4.14E-35,159
OTU_93,AC231380.2,96.842,95,3,0,1,95,112143,112049,4.14E-35,159
OTU_94,AL035427.17,100,99,0,0,1,99,150710,150808,2.61E-42,183
OTU_94,FN674048.1,100,74,0,0,26,99,1,74,2.06E-28,137
OTU_95,XM_031656858.1,100,89,0,0,1,89,648,736,8.31E-37,165
OTU_95,XM_011722773.2,100,89,0,0,1,89,1455,1543,8.31E-37,165
OTU_95,XM_012058929.1,100,89,0,0,1,89,3220,3308,8.31E-37,165
OTU_95,XM_011978151.1,100,89,0,0,1,89,975,1063,8.31E-37,165
OTU_95,XM_037982621.1,100,89,0,0,1,89,646,734,8.31E-37,165
OTU_95,NM_001195028.2,100,88,0,0,1,88,1084,1171,2.99E-36,163
OTU_95,XM_023231922.2,97.727,88,2,0,2,89,650,737,6.47E-33,152
OTU_95,XM_011936688.1,97.727,88,2,0,2,89,975,1062,6.47E-33,152
OTU_95,XM_033186823.1,98.81,84,1,0,2,85,646,729,2.33E-32,150
OTU_95,XM_010365112.2,96.591,88,3,0,2,89,659,746,3.01E-31,147
OTU_97,NC_026976.1,97.872,94,2,0,1,94,2780,2873,3.14E-36,163
OTU_97,MT300243.1,97.872,94,2,0,1,94,2246,2339,3.14E-36,163
OTU_97,MT300246.1,97.826,92,2,0,3,94,2248,2339,4.07E-35,159
OTU_97,MF893969.1,96.809,94,3,0,1,94,2246,2339,1.46E-34,158
OTU_97,MF893967.1,96.809,94,3,0,1,94,2246,2339,1.46E-34,158
OTU_97,MF893966.1,96.809,94,3,0,1,94,2246,2339,1.46E-34,158
OTU_97,MT300207.1,96.809,94,3,0,1,94,2232,2325,1.46E-34,158
OTU_97,MT300205.1,96.809,94,3,0,1,94,2245,2338,1.46E-34,158
OTU_97,MT300204.1,96.809,94,3,0,1,94,2245,2338,1.46E-34,158
OTU_97,MT300203.1,96.809,94,3,0,1,94,2241,2334,1.46E-34,158
OTU_99,OR269158.1,100,101,0,0,1,101,2308,2408,2.08E-43,187
OTU_99,OR269157.1,100,101,0,0,1,101,2308,2408,2.08E-43,187
OTU_99,OR269156.1,100,101,0,0,1,101,2308,2408,2.08E-43,187
OTU_99,OR269155.1,100,101,0,0,1,101,2309,2409,2.08E-43,187
OTU_99,OR269154.1,100,101,0,0,1,101,2309,2409,2.08E-43,187
OTU_99,OR269153.1,100,101,0,0,1,101,2309,2409,2.08E-43,187
OTU_99,MZ962673.1,100,101,0,0,1,101,2308,2408,2.08E-43,187
OTU_99,MZ922472.1,100,101,0,0,1,101,2308,2408,2.08E-43,187
OTU_99,MN720361.1,100,101,0,0,1,101,2308,2408,2.08E-43,187
OTU_99,MZ895121.1,100,101,0,0,1,101,2308,2408,2.08E-43,187
OTU_101,AF420058.1,87.5,88,11,0,1,88,1414,1501,6.60E-18,102
OTU_101,AF420053.1,87.5,88,11,0,1,88,1414,1501,6.60E-18,102
OTU_101,AY603036.1,87.5,88,11,0,1,88,810,897,6.60E-18,102
OTU_101,AC090204.11,85.227,88,9,3,1,88,135241,135324,1.85E-13,87.9
OTU_101,NG_027498.2,82.955,88,15,0,1,88,1216,1303,3.09E-11,80.5
OTU_101,OM502028.1,82.418,91,16,0,1,91,13758025,13757935,3.09E-11,80.5
OTU_104,OR591248.1,100,92,0,0,1,92,335,426,1.82E-38,171
OTU_104,OR129838.1,100,92,0,0,1,92,2216,2307,1.82E-38,171
OTU_104,OR129837.1,100,92,0,0,1,92,2249,2340,1.82E-38,171
OTU_104,OM743429.1,100,92,0,0,1,92,2248,2339,1.82E-38,171
OTU_104,OM743428.1,100,92,0,0,1,92,2263,2354,1.82E-38,171
OTU_104,OM743427.1,100,92,0,0,1,92,2263,2354,1.82E-38,171
OTU_104,OM743426.1,100,92,0,0,1,92,2263,2354,1.82E-38,171
OTU_104,OM743425.1,100,92,0,0,1,92,2263,2354,1.82E-38,171
OTU_104,OM743424.1,100,92,0,0,1,92,2263,2354,1.82E-38,171
OTU_104,OM743423.1,100,92,0,0,1,92,2263,2354,1.82E-38,171
OTU_106,LR812524.1,100,32,0,0,50,81,44609448,44609479,4.67E-05,60.2
OTU_109,NM_001195043.2,96.809,94,3,0,1,94,855,948,1.46E-34,158
OTU_109,OQ199571.1,94.681,94,5,0,1,94,2249,2342,3.17E-31,147
OTU_109,OP088126.1,94.681,94,5,0,1,94,294,387,3.17E-31,147
OTU_109,NC_028592.1,93.617,94,6,0,1,94,2259,2352,1.47E-29,141
OTU_109,KP090062.1,93.617,94,6,0,1,94,2249,2342,1.47E-29,141
OTU_109,MT949692.1,93.478,92,6,0,3,94,2787,2878,1.91E-28,137
OTU_109,MT755630.1,93.478,92,6,0,3,94,2789,2880,1.91E-28,137
OTU_109,OQ199736.1,92.553,94,7,0,1,94,2244,2337,6.85E-28,135
OTU_109,OQ199735.1,92.553,94,7,0,1,94,2244,2337,6.85E-28,135
OTU_109,OQ199703.1,92.553,94,7,0,1,94,2244,2337,6.85E-28,135
OTU_111,OR360243.1,98.913,92,0,1,1,91,289,380,2.99E-36,163
OTU_111,OR360227.1,98.913,92,0,1,1,91,289,380,2.99E-36,163
OTU_111,OR360214.1,98.913,92,0,1,1,91,289,380,2.99E-36,163
OTU_111,OR360199.1,98.913,92,0,1,1,91,289,380,2.99E-36,163
OTU_111,OR360198.1,98.913,92,0,1,1,91,289,380,2.99E-36,163
OTU_111,OR360197.1,98.913,92,0,1,1,91,289,380,2.99E-36,163
OTU_111,OR360196.1,98.913,92,0,1,1,91,289,380,2.99E-36,163
OTU_111,OR360194.1,98.913,92,0,1,1,91,289,380,2.99E-36,163
OTU_111,OR360187.1,98.913,92,0,1,1,91,290,381,2.99E-36,163
OTU_111,OR360185.1,98.913,92,0,1,1,91,288,379,2.99E-36,163
OTU_112,AC213900.3,100,94,0,0,1,94,17965,18058,1.45E-39,174
OTU_112,MZ040940.1,93.023,86,6,0,9,94,324,409,4.13E-25,126
OTU_112,NG_027509.3,90.217,92,8,1,3,94,1235,1325,6.90E-23,119
OTU_112,NM_001195058.2,86.17,94,13,0,1,94,1143,1236,6.95E-18,102
OTU_115,NM_001195073.3,98.936,94,1,0,1,94,1111,1204,6.76E-38,169
OTU_115,NG_027492.2,92.632,95,5,2,1,94,624,717,6.85E-28,135
OTU_115,NM_001195058.2,87.234,94,12,0,1,94,1143,1236,1.49E-19,108
OTU_115,NG_027509.3,86.957,92,11,1,3,94,1235,1325,6.95E-18,102
OTU_115,JQ257001.1,82.558,86,15,0,9,94,2260,2345,1.17E-10,78.7
OTU_117,OW284519.1,88.06,67,8,0,33,99,27834044,27833978,3.53E-11,80.5
OTU_117,OW284519.1,90.566,53,5,0,38,90,5237914,5237966,2.12E-08,71.3
OTU_117,OW284519.1,82.857,70,12,0,30,99,760579,760648,3.55E-06,63.9
OTU_117,OW284519.1,82.857,70,12,0,30,99,7179976,7180045,3.55E-06,63.9
OTU_117,OW284519.1,83.099,71,10,2,30,99,21478756,21478825,3.55E-06,63.9
OTU_117,OW284519.1,83.582,67,11,0,33,99,25629818,25629752,3.55E-06,63.9
OTU_117,OW284519.1,83.333,66,11,0,34,99,7100001,7100066,1.28E-05,62.1
OTU_117,OW284519.1,83.333,66,10,1,34,99,18128752,18128816,4.60E-05,60.2
OTU_117,OW284519.1,82.09,67,12,0,33,99,1758321,1758255,1.65E-04,58.4
OTU_117,OW284519.1,83.871,62,9,1,33,93,5300084,5300023,1.65E-04,58.4
OTU_117,OW284519.1,82.09,67,12,0,33,99,9414897,9414831,1.65E-04,58.4
OTU_117,OW284519.1,82.09,67,12,0,33,99,18128581,18128515,1.65E-04,58.4
OTU_117,OW284519.1,82.09,67,12,0,33,99,19496881,19496815,1.65E-04,58.4
OTU_117,OW284519.1,82.09,67,12,0,33,99,19699503,19699437,1.65E-04,58.4
OTU_117,OW284519.1,86.538,52,7,0,30,81,19699670,19699721,1.65E-04,58.4
OTU_117,OW284519.1,84.746,59,8,1,30,87,22995171,22995229,1.65E-04,58.4
OTU_117,OW284519.1,81.429,70,13,0,30,99,26332230,26332299,1.65E-04,58.4
OTU_117,OW284519.1,81.429,70,13,0,30,99,26544722,26544791,1.65E-04,58.4
OTU_117,OW284519.1,82.09,67,12,0,33,99,27279400,27279334,1.65E-04,58.4
OTU_117,OW284519.1,82.09,67,12,0,33,99,29430633,29430567,1.65E-04,58.4
OTU_117,OW284519.1,85.455,55,8,0,30,84,29430800,29430854,1.65E-04,58.4
OTU_117,OW284519.1,81.429,70,13,0,30,99,29784492,29784561,1.65E-04,58.4
OTU_117,OW284519.1,85.455,55,6,2,20,74,364933,364985,5.95E-04,56.5
OTU_117,OW284519.1,87.5,48,6,0,37,84,3227363,3227316,5.95E-04,56.5
OTU_117,OW284519.1,88.889,45,5,0,30,74,11705721,11705765,5.95E-04,56.5
OTU_117,OW284519.1,88.889,45,5,0,30,74,14466011,14466055,5.95E-04,56.5
OTU_117,OW284519.1,82.09,67,11,1,33,99,16357638,16357573,5.95E-04,56.5
OTU_117,OW284519.1,82.353,68,9,3,33,99,16834520,16834455,5.95E-04,56.5
OTU_117,OW284519.1,82.54,63,11,0,37,99,18608512,18608450,5.95E-04,56.5
