ID,accession,ssciname,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
OTU_63,OK163841.1,Cynopterus brachyotis,94.444,90,5,0,1,90,2266,2355,4.95E-29,139
OTU_634,OR360233.1,Sus scrofa,97.872,94,2,0,1,94,301,394,3.14E-36,163
OTU_634,OR397961.1,Sus scrofa,97.872,94,2,0,1,94,2263,2356,3.14E-36,163
OTU_634,OR397962.1,Sus scrofa,97.872,94,2,0,1,94,2263,2356,3.14E-36,163
OTU_64,MF893899.1,Macaca fascicularis,95.745,94,4,0,1,94,2246,2339,6.81E-33,152
OTU_64,OM502028.1,Macaca mulatta,100,94,0,0,1,94,1177131,1177038,1.45E-39,174
OTU_64,OQ199568.1,Macaca arctoides,96.809,94,3,0,1,94,2253,2346,1.46E-34,158
OTU_65,NM_001195043.2,Macaca mulatta,97.872,94,2,0,1,94,855,948,3.14E-36,163
OTU_65,OQ199735.1,Macaca mulatta,93.617,94,6,0,1,94,2244,2337,1.47E-29,141
OTU_65,OQ199736.1,Macaca mulatta,93.617,94,6,0,1,94,2244,2337,1.47E-29,141
OTU_655,MF893987.1,Macaca fascicularis,98.913,92,1,0,3,94,2247,2338,8.74E-37,165
OTU_655,MF893988.1,Macaca fascicularis,98.913,92,1,0,3,94,2247,2338,8.74E-37,165
OTU_655,MF893989.1,Macaca fascicularis,98.913,92,1,0,3,94,2247,2338,8.74E-37,165
OTU_67,MG250533.1,Sus scrofa,100,94,0,0,2,95,3518,3611,1.48E-39,174
OTU_67,MG250534.1,Sus scrofa,100,94,0,0,2,95,3518,3611,1.48E-39,174
OTU_67,MG250566.1,Sus scrofa,100,94,0,0,2,95,3518,3611,1.48E-39,174
OTU_69,MW703459.1,Elephas maximus,100,93,0,0,1,93,243,335,5.14E-39,172
OTU_69,MW703460.1,Elephas maximus,100,93,0,0,1,93,243,335,5.14E-39,172
OTU_69,OP575307.1,Elephas maximus,100,93,0,0,1,93,2702,2794,5.14E-39,172
OTU_70,NC_010166.1,Debaryomyces hansenii,97.248,109,3,0,1,109,1856,1964,8.39E-43,185
OTU_70,NC_022154.1,Meyerozyma guilliermondii,100,109,0,0,1,109,26811,26703,8.33E-48,202
OTU_70,NC_036103.1,Candida psychrophila,97.248,109,3,0,1,109,3769,3877,8.39E-43,185
OTU_701,AY131486.1,Catharsius molossus,96.25,80,3,0,1,80,300,379,6.95E-27,132
OTU_701,KJ721821.1,Catharsius molossus,96.25,80,3,0,1,80,232,311,6.95E-27,132
OTU_701,KU739459.1,Onthophagus bonasus,92.5,80,6,0,1,80,12932,12853,7.00E-22,115
OTU_71,KY410899.1,Callosciurus notatus,96.739,92,3,0,1,92,2275,2366,1.83E-33,154
OTU_71,KY410900.1,Callosciurus notatus,96.739,92,3,0,1,92,2276,2367,1.83E-33,154
OTU_71,NC_035815.1,Callosciurus notatus,96.739,92,3,0,1,92,2438,2529,1.83E-33,154
OTU_719,KU739458.1,Onthophagus cf. jeannelianus,95.506,89,4,0,1,89,13004,12916,3.75E-30,143
OTU_719,MF944145.1,Onthophagus sp.,100,89,0,0,1,89,237,325,8.01E-37,165
OTU_719,MT908115.1,Onthophagus unifasciatus,95.506,89,4,0,1,89,250,338,3.75E-30,143
OTU_72,OR327026.1,Manis javanica,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_72,OR327027.1,Manis javanica,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_72,OR327028.1,Manis javanica,100,86,0,0,1,86,2263,2348,3.53E-35,159
OTU_73,XM_011996668.1,PREDICTED: Mandrillus leucophaeus,98.936,94,1,0,1,94,1140,1233,6.76E-38,169
OTU_73,XM_012089318.1,PREDICTED: Cercocebus atys,97.872,94,2,0,1,94,1140,1233,3.14E-36,163
OTU_73,XM_031666222.1,PREDICTED: Papio anubis,97.872,94,2,0,1,94,3405,3498,3.14E-36,163
OTU_74,AC239395.3,Homo sapiens,100,93,0,0,1,93,130292,130200,5.14E-39,172
OTU_74,AL030997.1,Homo sapiens,100,93,0,0,1,93,23064,23156,5.14E-39,172
OTU_74,CT841529.2,Pan troglodytes,97.849,93,2,0,1,93,145542,145634,1.11E-35,161
OTU_761,AC215276.3,Macaca mulatta,97.802,91,2,0,1,91,143248,143338,1.39E-34,158
OTU_77,AC215276.3,Macaca mulatta,98.901,91,1,0,1,91,143248,143338,2.99E-36,163
OTU_79,NC_026120.1,Macaca nigra,96.809,94,3,0,1,94,2244,2337,1.46E-34,158
OTU_79,OQ199570.1,Macaca assamensis,95.745,94,4,0,1,94,2245,2338,6.81E-33,152
OTU_79,XR_006698753.1,PREDICTED: Macaca fascicularis,95.745,94,4,0,1,94,1150,1243,6.81E-33,152
OTU_8,LC060940.1,Tragulus javanicus,93.617,94,6,0,1,94,2263,2356,1.47E-29,141
OTU_8,LN873134.1,Tragulus javanicus,98.936,94,1,0,1,94,15285,15192,6.76E-38,169
OTU_8,NC_020753.1,Tragulus kanchil,97.872,94,2,0,1,94,2261,2354,3.14E-36,163
OTU_810,KT587372.1,Homo sapiens,97.872,94,2,0,1,94,2833,2926,3.14E-36,163
OTU_810,KT587454.1,Homo sapiens,97.872,94,2,0,1,94,2833,2926,3.14E-36,163
OTU_810,MG272710.1,Homo sapiens,97.872,94,2,0,1,94,2828,2921,3.14E-36,163
OTU_86,AL117351.12,Homo sapiens,100,93,0,0,1,93,46783,46875,5.14E-39,172
OTU_87,AC012365.6,Homo sapiens,100,91,0,0,1,91,41592,41682,6.42E-38,169
OTU_87,NG_023475.4,Pan troglodytes,97.802,91,2,0,1,91,1212,1302,1.39E-34,158
OTU_87,NG_027507.2,Macaca mulatta,96.703,91,3,0,1,91,1203,1293,6.47E-33,152
OTU_888,OR360233.1,Sus scrofa,97.872,94,2,0,1,94,301,394,3.14E-36,163
OTU_888,OR397961.1,Sus scrofa,97.872,94,2,0,1,94,2263,2356,3.14E-36,163
OTU_888,OR397962.1,Sus scrofa,97.872,94,2,0,1,94,2263,2356,3.14E-36,163
OTU_896,OR643891.1,Homo sapiens,98.889,90,1,0,2,91,2825,2914,1.13E-35,161
OTU_896,OR643892.1,Homo sapiens,98.889,90,1,0,2,91,2829,2918,1.13E-35,161
OTU_896,OR652292.1,Homo sapiens,98.889,90,1,0,2,91,2831,2920,1.13E-35,161
OTU_9,KY410899.1,Callosciurus notatus,100,92,0,0,1,92,2275,2366,1.82E-38,171
OTU_9,KY410900.1,Callosciurus notatus,100,92,0,0,1,92,2276,2367,1.82E-38,171
OTU_9,NC_035815.1,Callosciurus notatus,100,92,0,0,1,92,2438,2529,1.82E-38,171
OTU_923,MF893987.1,Macaca fascicularis,98.876,89,1,0,1,89,2245,2333,4.07E-35,159
OTU_923,MF893988.1,Macaca fascicularis,98.876,89,1,0,1,89,2245,2333,4.07E-35,159
OTU_923,MF893989.1,Macaca fascicularis,98.876,89,1,0,1,89,2245,2333,4.07E-35,159
OTU_93,FN674006.1,Homo sapiens,98.947,95,1,0,1,95,458,552,1.91E-38,171
OTU_93,NG_001337.2,Homo sapiens,98.947,95,1,0,1,95,52404,52498,1.91E-38,171
OTU_93,NG_023461.1,Pan troglodytes,98.947,95,1,0,1,95,1225,1319,1.91E-38,171
OTU_94,AL035427.17,Homo sapiens,100,99,0,0,1,99,150710,150808,2.61E-42,183
OTU_94,FN674048.1,Homo sapiens,100,74,0,0,26,99,1,74,2.06E-28,137
OTU_95,XM_011722773.2,PREDICTED: Macaca nemestrina,100,89,0,0,1,89,1455,1543,8.31E-37,165
OTU_95,XM_012058929.1,PREDICTED: Cercocebus atys,100,89,0,0,1,89,3220,3308,8.31E-37,165
OTU_95,XM_031656858.1,PREDICTED: Papio anubis,100,89,0,0,1,89,648,736,8.31E-37,165
OTU_965,OR360233.1,Sus scrofa,97.872,94,2,0,1,94,301,394,3.14E-36,163
OTU_965,OR397961.1,Sus scrofa,97.872,94,2,0,1,94,2263,2356,3.14E-36,163
OTU_965,OR397962.1,Sus scrofa,97.872,94,2,0,1,94,2263,2356,3.14E-36,163
OTU_97,MT300243.1,Macaca togeanus,97.872,94,2,0,1,94,2246,2339,3.14E-36,163
OTU_97,MT300246.1,Macaca tonkeana,97.826,92,2,0,3,94,2248,2339,4.07E-35,159
OTU_97,NC_026976.1,Macaca nemestrina,97.872,94,2,0,1,94,2780,2873,3.14E-36,163
OTU_99,OR269156.1,Anas platyrhynchos,100,101,0,0,1,101,2308,2408,2.08E-43,187
OTU_99,OR269157.1,Anas platyrhynchos,100,101,0,0,1,101,2308,2408,2.08E-43,187
OTU_99,OR269158.1,Anas platyrhynchos,100,101,0,0,1,101,2308,2408,2.08E-43,187
