SpecimenID,Species,DungType,TimePt,Storage,Extraction,DNAPurity,DNAYield
CM0320,Catharsius_molossus,Tiger,1440,Ethanol,Gut,1.419068496,3.462553124
OB0001,Onthophagus_babirussa,Elephant,0,LiqN,Gut,0.465550259,37.37326842
OB0002,Onthophagus_babirussa,Elephant,0,LiqN,Gut,0.837834874,30.82787624
OB0003,Onthophagus_babirussa,Elephant,0,LiqN,Gut,0.601612022,40.35135087
OB0004,Onthophagus_babirussa,Elephant,0,LiqN,Gut,0.849335722,42.49402355
OB0005,Onthophagus_babirussa,Elephant,0,LiqN,Gut,0.606303322,33.93489169
OB0006,Onthophagus_babirussa,Elephant,0,LiqN,Gut,1.001909367,31.67942505
OB0007,Onthophagus_babirussa,Elephant,0,LiqN,Gut,1.742231786,36.96267167
OB0008,Onthophagus_babirussa,Elephant,0,LiqN,Gut,1.324423369,42.09237551
OB0009,Onthophagus_babirussa,Elephant,0,LiqN,Gut,1.208247507,34.8276723
OB0010,Onthophagus_babirussa,Elephant,0,LiqN,Gut,1.543070717,37.81431021
OB0011,Onthophagus_babirussa,Elephant,30,LiqN,Gut,1.482617244,49.82913504
OB0012,Onthophagus_babirussa,Elephant,30,LiqN,Gut,0.347576099,46.58818463
OB0013,Onthophagus_babirussa,Elephant,30,LiqN,Gut,1.661237126,45.63247915
OB0014,Onthophagus_babirussa,Elephant,30,LiqN,Gut,1.247964551,46.37243276
OB0015,Onthophagus_babirussa,Elephant,30,LiqN,Gut,0.344239113,47.98375468
OB0016,Onthophagus_babirussa,Elephant,30,LiqN,Gut,0.614067868,46.35838372
OB0017,Onthophagus_babirussa,Elephant,30,LiqN,Gut,1.341109861,49.38744053
OB0018,Onthophagus_babirussa,Elephant,30,LiqN,Gut,1.859470313,46.51312117
OB0019,Onthophagus_babirussa,Elephant,30,LiqN,Gut,1.252296987,49.78905075
OB0020,Onthophagus_babirussa,Elephant,30,LiqN,Gut,1.859557958,49.2888048
OB0021,Onthophagus_babirussa,Elephant,60,LiqN,Gut,0.604154807,42.23578349
OB0022,Onthophagus_babirussa,Elephant,60,LiqN,Gut,0.213766352,48.88280472
OB0023,Onthophagus_babirussa,Elephant,60,LiqN,Gut,0.347516833,47.38978773
OB0024,Onthophagus_babirussa,Elephant,60,LiqN,Gut,1.124422321,40.50239059
OB0025,Onthophagus_babirussa,Elephant,60,LiqN,Gut,0.560698849,44.83446925
OB0026,Onthophagus_babirussa,Elephant,60,LiqN,Gut,0.537559918,46.46627282
OB0027,Onthophagus_babirussa,Elephant,60,LiqN,Gut,1.448337214,41.72625868
OB0028,Onthophagus_babirussa,Elephant,60,LiqN,Gut,1.825223139,41.20655993
OB0029,Onthophagus_babirussa,Elephant,60,LiqN,Gut,1.38103233,48.49931339
OB0030,Onthophagus_babirussa,Elephant,60,LiqN,Gut,1.300771624,44.24078696
OB0031,Onthophagus_babirussa,Elephant,120,LiqN,Gut,1.480469533,19.42907445
OB0032,Onthophagus_babirussa,Elephant,120,LiqN,Gut,0.296873497,12.63038105
OB0033,Onthophagus_babirussa,Elephant,120,LiqN,Gut,0.655869929,11.80761975
OB0034,Onthophagus_babirussa,Elephant,120,LiqN,Gut,0.138202821,18.89125963
OB0035,Onthophagus_babirussa,Elephant,120,LiqN,Gut,1.312258397,15.03648488
OB0036,Onthophagus_babirussa,Elephant,120,LiqN,Gut,1.667973896,12.97622992
OB0037,Onthophagus_babirussa,Elephant,120,LiqN,Gut,0.340912772,15.73068243
OB0038,Onthophagus_babirussa,Elephant,120,LiqN,Gut,1.40348996,15.67479618
OB0039,Onthophagus_babirussa,Elephant,120,LiqN,Gut,1.010582939,17.63119149
OB0040,Onthophagus_babirussa,Elephant,120,LiqN,Gut,0.955708793,14.29359001
OB0041,Onthophagus_babirussa,Elephant,180,LiqN,Gut,0.950312862,19.63190545
OB0042,Onthophagus_babirussa,Elephant,180,LiqN,Gut,1.660831887,12.04133407
OB0043,Onthophagus_babirussa,Elephant,180,LiqN,Gut,1.146984954,12.02809322
OB0044,Onthophagus_babirussa,Elephant,180,LiqN,Gut,1.967695509,11.94743612
OB0045,Onthophagus_babirussa,Elephant,180,LiqN,Gut,0.063410474,15.07648793
OB0046,Onthophagus_babirussa,Elephant,180,LiqN,Gut,1.84130824,19.53064248
OB0047,Onthophagus_babirussa,Elephant,180,LiqN,Gut,1.647443173,14.24178551
OB0048,Onthophagus_babirussa,Elephant,180,LiqN,Gut,1.863352387,15.42884532
OB0049,Onthophagus_babirussa,Elephant,180,LiqN,Gut,1.119745811,18.21146888
OB0050,Onthophagus_babirussa,Elephant,180,LiqN,Gut,0.060704911,17.10843279
OB0051,Onthophagus_babirussa,Elephant,360,LiqN,Gut,0.518711424,8.904981723
OB0052,Onthophagus_babirussa,Elephant,360,LiqN,Gut,0.649484803,8.814716818
OB0053,Onthophagus_babirussa,Elephant,360,LiqN,Gut,1.884039508,8.921978388
OB0054,Onthophagus_babirussa,Elephant,360,LiqN,Gut,0.418472271,8.875708241
OB0055,Onthophagus_babirussa,Elephant,360,LiqN,Gut,0.146975116,6.438608002
OB0056,Onthophagus_babirussa,Elephant,360,LiqN,Gut,0.689700462,7.684962693
OB0057,Onthophagus_babirussa,Elephant,360,LiqN,Gut,1.452357288,8.333622844
OB0058,Onthophagus_babirussa,Elephant,360,LiqN,Gut,1.135732002,6.57244249
OB0059,Onthophagus_babirussa,Elephant,360,LiqN,Gut,1.955581942,9.981655117
OB0060,Onthophagus_babirussa,Elephant,360,LiqN,Gut,0.429126256,5.248863512
OB0061,Onthophagus_babirussa,Elephant,600,LiqN,Gut,0.473407754,1.857668422
OB0062,Onthophagus_babirussa,Elephant,600,LiqN,Gut,1.821111449,3.065014181
OB0063,Onthophagus_babirussa,Elephant,600,LiqN,Gut,0.030199675,3.151157032
OB0064,Onthophagus_babirussa,Elephant,600,LiqN,Gut,1.028808005,4.868603541
OB0065,Onthophagus_babirussa,Elephant,600,LiqN,Gut,1.853023178,3.139911683
OB0066,Onthophagus_babirussa,Elephant,600,LiqN,Gut,1.800086162,4.204971793
OB0067,Onthophagus_babirussa,Elephant,600,LiqN,Gut,0.358210892,1.912218231
OB0068,Onthophagus_babirussa,Elephant,600,LiqN,Gut,0.939451543,3.755151036
OB0069,Onthophagus_babirussa,Elephant,600,LiqN,Gut,1.986161674,2.690686352
OB0070,Onthophagus_babirussa,Elephant,600,LiqN,Gut,1.457338461,4.316048317
OB0071,Onthophagus_babirussa,Elephant,1440,LiqN,Gut,0.147816604,1.426798237
OB0072,Onthophagus_babirussa,Elephant,1440,LiqN,Gut,0.274303271,0.876163862
OB0073,Onthophagus_babirussa,Elephant,1440,LiqN,Gut,0.002641954,1.145530876
OB0074,Onthophagus_babirussa,Elephant,1440,LiqN,Gut,0.939339923,0.953029773
OB0075,Onthophagus_babirussa,Elephant,1440,LiqN,Gut,1.20378163,1.422132316
OB0076,Onthophagus_babirussa,Elephant,1440,LiqN,Gut,0.40236394,0.799011876
OB0077,Onthophagus_babirussa,Elephant,1440,LiqN,Gut,1.270396348,0.230087176
OB0078,Onthophagus_babirussa,Elephant,1440,LiqN,Gut,1.029546539,1.219728614
OB0079,Onthophagus_babirussa,Elephant,1440,LiqN,Gut,0.008084719,1.602746957
OB0080,Onthophagus_babirussa,Elephant,1440,LiqN,Gut,0.049758248,0.006682057
OB0081,Onthophagus_babirussa,Elephant,0,LiqN,Entire,1.728943822,32.20498496
OB0082,Onthophagus_babirussa,Elephant,0,LiqN,Entire,0.900006059,40.4161899
OB0083,Onthophagus_babirussa,Elephant,0,LiqN,Entire,0.989456027,35.22559051
OB0084,Onthophagus_babirussa,Elephant,0,LiqN,Entire,1.804055983,35.27585904
OB0085,Onthophagus_babirussa,Elephant,0,LiqN,Entire,1.144618133,37.85160888
OB0086,Onthophagus_babirussa,Elephant,0,LiqN,Entire,1.221300845,40.89189233
OB0087,Onthophagus_babirussa,Elephant,0,LiqN,Entire,0.277713527,32.22849173
OB0088,Onthophagus_babirussa,Elephant,0,LiqN,Entire,1.192515121,30.69896764
OB0089,Onthophagus_babirussa,Elephant,0,LiqN,Entire,1.901996314,39.83577593
OB0090,Onthophagus_babirussa,Elephant,0,LiqN,Entire,0.029288012,34.47565226
OB0091,Onthophagus_babirussa,Elephant,30,LiqN,Entire,1.083272312,48.42811329
OB0092,Onthophagus_babirussa,Elephant,30,LiqN,Entire,1.838224912,45.79399194
OB0093,Onthophagus_babirussa,Elephant,30,LiqN,Entire,0.684139888,48.94090049
OB0094,Onthophagus_babirussa,Elephant,30,LiqN,Entire,0.336121716,45.45371228
OB0095,Onthophagus_babirussa,Elephant,30,LiqN,Entire,1.704085937,49.80071869
OB0096,Onthophagus_babirussa,Elephant,30,LiqN,Entire,0.150887568,49.93471266
OB0097,Onthophagus_babirussa,Elephant,30,LiqN,Entire,0.282607455,49.18767079
OB0098,Onthophagus_babirussa,Elephant,30,LiqN,Entire,1.577488688,46.24229912
OB0099,Onthophagus_babirussa,Elephant,30,LiqN,Entire,0.633819643,47.44901257
OB0100,Onthophagus_babirussa,Elephant,30,LiqN,Entire,1.183445694,47.55078836
OB0101,Onthophagus_babirussa,Elephant,60,LiqN,Entire,0.204977668,44.25749696
OB0102,Onthophagus_babirussa,Elephant,60,LiqN,Entire,0.269704711,43.08446072
OB0103,Onthophagus_babirussa,Elephant,60,LiqN,Entire,1.214297298,43.89963103
OB0104,Onthophagus_babirussa,Elephant,60,LiqN,Entire,0.599150493,41.3154726
OB0105,Onthophagus_babirussa,Elephant,60,LiqN,Entire,1.815942221,40.89802501
OB0106,Onthophagus_babirussa,Elephant,60,LiqN,Entire,1.065424052,46.0147868
OB0107,Onthophagus_babirussa,Elephant,60,LiqN,Entire,0.722771141,45.77487178
OB0108,Onthophagus_babirussa,Elephant,60,LiqN,Entire,0.175484712,46.64305803
OB0109,Onthophagus_babirussa,Elephant,60,LiqN,Entire,0.664938671,43.75793589
OB0110,Onthophagus_babirussa,Elephant,60,LiqN,Entire,0.181548703,42.42376432
OB0111,Onthophagus_babirussa,Elephant,120,LiqN,Entire,1.352746667,16.20620311
OB0112,Onthophagus_babirussa,Elephant,120,LiqN,Entire,0.628640609,12.45883104
OB0113,Onthophagus_babirussa,Elephant,120,LiqN,Entire,0.755136603,19.00261975
OB0114,Onthophagus_babirussa,Elephant,120,LiqN,Entire,1.104888841,14.55423874
OB0115,Onthophagus_babirussa,Elephant,120,LiqN,Entire,1.119244601,15.96466255
OB0116,Onthophagus_babirussa,Elephant,120,LiqN,Entire,0.385837345,16.4321025
OB0117,Onthophagus_babirussa,Elephant,120,LiqN,Entire,1.497892948,16.47810106
OB0118,Onthophagus_babirussa,Elephant,120,LiqN,Entire,0.330499414,14.85713619
OB0119,Onthophagus_babirussa,Elephant,120,LiqN,Entire,0.924642255,10.16586412
OB0120,Onthophagus_babirussa,Elephant,120,LiqN,Entire,0.497089511,10.72474063
OB0121,Onthophagus_babirussa,Elephant,180,LiqN,Entire,0.998589038,17.31289572
OB0122,Onthophagus_babirussa,Elephant,180,LiqN,Entire,0.337076605,16.50866115
OB0123,Onthophagus_babirussa,Elephant,180,LiqN,Entire,1.471022648,16.63473135
OB0124,Onthophagus_babirussa,Elephant,180,LiqN,Entire,0.108613001,13.7573614
OB0125,Onthophagus_babirussa,Elephant,180,LiqN,Entire,0.167546157,12.03456723
OB0126,Onthophagus_babirussa,Elephant,180,LiqN,Entire,0.460823778,15.88371541
OB0127,Onthophagus_babirussa,Elephant,180,LiqN,Entire,0.48601154,11.44194312
OB0128,Onthophagus_babirussa,Elephant,180,LiqN,Entire,0.342856776,17.69813991
OB0129,Onthophagus_babirussa,Elephant,180,LiqN,Entire,0.769355819,12.10924257
OB0130,Onthophagus_babirussa,Elephant,180,LiqN,Entire,1.786456289,16.4252316
OB0131,Onthophagus_babirussa,Elephant,360,LiqN,Entire,0.390946234,8.385432097
OB0132,Onthophagus_babirussa,Elephant,360,LiqN,Entire,0.910092479,5.532478237
OB0133,Onthophagus_babirussa,Elephant,360,LiqN,Entire,0.521701913,9.389457364
OB0134,Onthophagus_babirussa,Elephant,360,LiqN,Entire,1.990066827,8.476229197
OB0135,Onthophagus_babirussa,Elephant,360,LiqN,Entire,0.5670737,9.412900794
OB0136,Onthophagus_babirussa,Elephant,360,LiqN,Entire,1.976033736,7.66423373
OB0137,Onthophagus_babirussa,Elephant,360,LiqN,Entire,1.547320748,6.857344902
OB0138,Onthophagus_babirussa,Elephant,360,LiqN,Entire,1.529242412,5.034266183
OB0139,Onthophagus_babirussa,Elephant,360,LiqN,Entire,0.029915288,5.996771213
OB0140,Onthophagus_babirussa,Elephant,360,LiqN,Entire,0.935922502,5.420705659
OB0141,Onthophagus_babirussa,Elephant,600,LiqN,Entire,1.617940403,4.875086948
OB0142,Onthophagus_babirussa,Elephant,600,LiqN,Entire,0.718224505,4.046730752
OB0143,Onthophagus_babirussa,Elephant,600,LiqN,Entire,0.002475469,2.354228109
OB0144,Onthophagus_babirussa,Elephant,600,LiqN,Entire,1.701253537,3.667444823
OB0145,Onthophagus_babirussa,Elephant,600,LiqN,Entire,1.654683294,2.304470548
OB0146,Onthophagus_babirussa,Elephant,600,LiqN,Entire,1.092679089,1.491567413
OB0147,Onthophagus_babirussa,Elephant,600,LiqN,Entire,1.192889685,1.407757711
OB0148,Onthophagus_babirussa,Elephant,600,LiqN,Entire,1.831326787,4.128103605
OB0149,Onthophagus_babirussa,Elephant,600,LiqN,Entire,1.694196057,2.902021656
OB0150,Onthophagus_babirussa,Elephant,600,LiqN,Entire,0.30936389,2.925047191
OB0151,Onthophagus_babirussa,Elephant,1440,LiqN,Entire,0.037146273,0.227297898
OB0152,Onthophagus_babirussa,Elephant,1440,LiqN,Entire,0.636769658,1.240404852
OB0153,Onthophagus_babirussa,Elephant,1440,LiqN,Entire,1.563532137,0.337207561
OB0154,Onthophagus_babirussa,Elephant,1440,LiqN,Entire,1.000141207,1.335256091
OB0155,Onthophagus_babirussa,Elephant,1440,LiqN,Entire,1.927832597,1.098809042
OB0156,Onthophagus_babirussa,Elephant,1440,LiqN,Entire,1.345419088,1.787346193
OB0157,Onthophagus_babirussa,Elephant,1440,LiqN,Entire,1.892686049,0.535854705
OB0158,Onthophagus_babirussa,Elephant,1440,LiqN,Entire,1.963294138,0.77697896
OB0159,Onthophagus_babirussa,Elephant,1440,LiqN,Entire,0.291939395,1.037074119
OB0160,Onthophagus_babirussa,Elephant,1440,LiqN,Entire,1.133074413,1.267092858
OB0161,Onthophagus_babirussa,Elephant,0,Ethanol,Gut,1.705012181,30.33871076
OB0162,Onthophagus_babirussa,Elephant,0,Ethanol,Gut,1.797612022,28.03576252
OB0163,Onthophagus_babirussa,Elephant,0,Ethanol,Gut,1.688684389,33.24827291
OB0164,Onthophagus_babirussa,Elephant,0,Ethanol,Gut,1.145708204,38.75511431
OB0165,Onthophagus_babirussa,Elephant,0,Ethanol,Gut,0.461212916,30.07333121
OB0166,Onthophagus_babirussa,Elephant,0,Ethanol,Gut,1.525133845,30.14650164
OB0167,Onthophagus_babirussa,Elephant,0,Ethanol,Gut,1.879025177,27.56842676
OB0168,Onthophagus_babirussa,Elephant,0,Ethanol,Gut,1.534957549,33.77107941
OB0169,Onthophagus_babirussa,Elephant,0,Ethanol,Gut,0.318435422,27.90129105
OB0170,Onthophagus_babirussa,Elephant,0,Ethanol,Gut,1.971209245,28.03754455
OB0171,Onthophagus_babirussa,Elephant,30,Ethanol,Gut,1.175508256,42.92054824
OB0172,Onthophagus_babirussa,Elephant,30,Ethanol,Gut,1.384958614,43.31393482
OB0173,Onthophagus_babirussa,Elephant,30,Ethanol,Gut,1.701756034,40.24025721
OB0174,Onthophagus_babirussa,Elephant,30,Ethanol,Gut,0.64901519,44.05243415
OB0175,Onthophagus_babirussa,Elephant,30,Ethanol,Gut,0.836877697,43.24635554
OB0176,Onthophagus_babirussa,Elephant,30,Ethanol,Gut,1.601529238,41.47658096
OB0177,Onthophagus_babirussa,Elephant,30,Ethanol,Gut,1.04452511,43.61263877
OB0178,Onthophagus_babirussa,Elephant,30,Ethanol,Gut,1.773853763,40.51632388
OB0179,Onthophagus_babirussa,Elephant,30,Ethanol,Gut,0.344030294,40.46041625
OB0180,Onthophagus_babirussa,Elephant,30,Ethanol,Gut,0.050725917,44.0079382
OB0181,Onthophagus_babirussa,Elephant,60,Ethanol,Gut,1.598860369,44.46168726
OB0182,Onthophagus_babirussa,Elephant,60,Ethanol,Gut,1.754229431,44.09569058
OB0183,Onthophagus_babirussa,Elephant,60,Ethanol,Gut,0.275073335,41.20626137
OB0184,Onthophagus_babirussa,Elephant,60,Ethanol,Gut,1.82893424,37.22662589
OB0185,Onthophagus_babirussa,Elephant,60,Ethanol,Gut,0.850924419,44.74944518
OB0186,Onthophagus_babirussa,Elephant,60,Ethanol,Gut,0.983802151,44.35943722
OB0187,Onthophagus_babirussa,Elephant,60,Ethanol,Gut,0.835042726,41.12944278
OB0188,Onthophagus_babirussa,Elephant,60,Ethanol,Gut,0.303304035,40.42995659
OB0189,Onthophagus_babirussa,Elephant,60,Ethanol,Gut,1.93001997,37.66621466
OB0190,Onthophagus_babirussa,Elephant,60,Ethanol,Gut,1.605319349,44.89683442
OB0191,Onthophagus_babirussa,Elephant,120,Ethanol,Gut,0.311944543,10.25794769
OB0192,Onthophagus_babirussa,Elephant,120,Ethanol,Gut,1.80164243,11.70995735
OB0193,Onthophagus_babirussa,Elephant,120,Ethanol,Gut,0.879074615,5.167520937
OB0194,Onthophagus_babirussa,Elephant,120,Ethanol,Gut,0.717139198,14.34048783
OB0195,Onthophagus_babirussa,Elephant,120,Ethanol,Gut,0.742479195,13.5647096
OB0196,Onthophagus_babirussa,Elephant,120,Ethanol,Gut,1.269396036,9.71682538
OB0197,Onthophagus_babirussa,Elephant,120,Ethanol,Gut,1.454234465,12.38502069
OB0198,Onthophagus_babirussa,Elephant,120,Ethanol,Gut,1.066115348,8.285739118
OB0199,Onthophagus_babirussa,Elephant,120,Ethanol,Gut,1.101775225,13.37159091
OB0200,Onthophagus_babirussa,Elephant,120,Ethanol,Gut,1.228538671,11.05781004
OB0201,Onthophagus_babirussa,Elephant,180,Ethanol,Gut,0.099259842,5.934846036
OB0202,Onthophagus_babirussa,Elephant,180,Ethanol,Gut,0.295826313,11.34503746
OB0203,Onthophagus_babirussa,Elephant,180,Ethanol,Gut,0.959436304,8.608055884
OB0204,Onthophagus_babirussa,Elephant,180,Ethanol,Gut,0.515479844,5.301285012
OB0205,Onthophagus_babirussa,Elephant,180,Ethanol,Gut,0.298194052,11.38392935
OB0206,Onthophagus_babirussa,Elephant,180,Ethanol,Gut,1.516681704,13.97609758
OB0207,Onthophagus_babirussa,Elephant,180,Ethanol,Gut,0.44480522,9.377448352
OB0208,Onthophagus_babirussa,Elephant,180,Ethanol,Gut,0.931880166,5.860924754
OB0209,Onthophagus_babirussa,Elephant,180,Ethanol,Gut,0.761683534,14.13258686
OB0210,Onthophagus_babirussa,Elephant,180,Ethanol,Gut,0.374631885,8.747279813
OB0211,Onthophagus_babirussa,Elephant,360,Ethanol,Gut,1.859153462,5.143423208
OB0212,Onthophagus_babirussa,Elephant,360,Ethanol,Gut,0.696194153,7.152343262
OB0213,Onthophagus_babirussa,Elephant,360,Ethanol,Gut,0.177229499,9.347577979
OB0214,Onthophagus_babirussa,Elephant,360,Ethanol,Gut,0.290988987,7.182701461
OB0215,Onthophagus_babirussa,Elephant,360,Ethanol,Gut,1.554981714,5.256539296
OB0216,Onthophagus_babirussa,Elephant,360,Ethanol,Gut,0.470849959,6.661405389
OB0217,Onthophagus_babirussa,Elephant,360,Ethanol,Gut,1.215872966,6.335253354
OB0218,Onthophagus_babirussa,Elephant,360,Ethanol,Gut,0.533318239,7.72658631
OB0219,Onthophagus_babirussa,Elephant,360,Ethanol,Gut,1.014350743,5.802722229
OB0220,Onthophagus_babirussa,Elephant,360,Ethanol,Gut,1.055517593,5.987225258
OB0221,Onthophagus_babirussa,Elephant,600,Ethanol,Gut,0.857123225,3.150841779
OB0222,Onthophagus_babirussa,Elephant,600,Ethanol,Gut,1.217079525,1.685368794
OB0223,Onthophagus_babirussa,Elephant,600,Ethanol,Gut,1.858642838,1.819706927
OB0224,Onthophagus_babirussa,Elephant,600,Ethanol,Gut,0.173742955,4.322023566
OB0225,Onthophagus_babirussa,Elephant,600,Ethanol,Gut,0.416557325,3.756834247
OB0226,Onthophagus_babirussa,Elephant,600,Ethanol,Gut,0.158422289,3.61077301
OB0227,Onthophagus_babirussa,Elephant,600,Ethanol,Gut,0.218168744,4.300858928
OB0228,Onthophagus_babirussa,Elephant,600,Ethanol,Gut,0.97074328,2.164084819
OB0229,Onthophagus_babirussa,Elephant,600,Ethanol,Gut,0.657497375,4.189712829
OB0230,Onthophagus_babirussa,Elephant,600,Ethanol,Gut,0.132599184,4.060311822
OB0231,Onthophagus_babirussa,Elephant,1440,Ethanol,Gut,1.978149822,1.804366336
OB0232,Onthophagus_babirussa,Elephant,1440,Ethanol,Gut,1.161664408,1.389730213
OB0233,Onthophagus_babirussa,Elephant,1440,Ethanol,Gut,0.865660902,0.554986916
OB0234,Onthophagus_babirussa,Elephant,1440,Ethanol,Gut,1.312404076,1.644155916
OB0235,Onthophagus_babirussa,Elephant,1440,Ethanol,Gut,0.3131311,1.872411058
OB0236,Onthophagus_babirussa,Elephant,1440,Ethanol,Gut,0.966771225,0.100965047
OB0237,Onthophagus_babirussa,Elephant,1440,Ethanol,Gut,0.12223492,1.3792499
OB0238,Onthophagus_babirussa,Elephant,1440,Ethanol,Gut,0.741471576,1.310244494
OB0239,Onthophagus_babirussa,Elephant,1440,Ethanol,Gut,0.526734811,1.078912458
OB0240,Onthophagus_babirussa,Elephant,1440,Ethanol,Gut,1.65717801,1.873599478
OB0241,Onthophagus_babirussa,Elephant,0,Ethanol,Entire,1.385411092,30.30422018
OB0242,Onthophagus_babirussa,Elephant,0,Ethanol,Entire,0.494447558,38.22912468
OB0243,Onthophagus_babirussa,Elephant,0,Ethanol,Entire,0.544873385,35.33924728
OB0244,Onthophagus_babirussa,Elephant,0,Ethanol,Entire,0.15001193,26.14227554
OB0245,Onthophagus_babirussa,Elephant,0,Ethanol,Entire,0.431094105,29.7618418
OB0246,Onthophagus_babirussa,Elephant,0,Ethanol,Entire,1.963369859,29.66078311
OB0247,Onthophagus_babirussa,Elephant,0,Ethanol,Entire,0.741288194,37.6079799
OB0248,Onthophagus_babirussa,Elephant,0,Ethanol,Entire,0.49588519,25.82355633
OB0249,Onthophagus_babirussa,Elephant,0,Ethanol,Entire,0.395726612,27.91690803
OB0250,Onthophagus_babirussa,Elephant,0,Ethanol,Entire,1.673573267,25.90624237
OB0251,Onthophagus_babirussa,Elephant,30,Ethanol,Entire,0.370503108,44.60381741
OB0252,Onthophagus_babirussa,Elephant,30,Ethanol,Entire,1.940604897,44.59866035
OB0253,Onthophagus_babirussa,Elephant,30,Ethanol,Entire,0.725281161,43.41409637
OB0254,Onthophagus_babirussa,Elephant,30,Ethanol,Entire,1.164375018,42.79470501
OB0255,Onthophagus_babirussa,Elephant,30,Ethanol,Entire,0.468036557,41.12215573
OB0256,Onthophagus_babirussa,Elephant,30,Ethanol,Entire,1.804406823,42.77282695
OB0257,Onthophagus_babirussa,Elephant,30,Ethanol,Entire,0.461783418,42.5310662
OB0258,Onthophagus_babirussa,Elephant,30,Ethanol,Entire,0.080494048,41.00743603
OB0259,Onthophagus_babirussa,Elephant,30,Ethanol,Entire,1.984802886,40.80320126
OB0260,Onthophagus_babirussa,Elephant,30,Ethanol,Entire,0.969903844,40.83717911
OB0261,Onthophagus_babirussa,Elephant,60,Ethanol,Entire,0.52916846,40.80280771
OB0262,Onthophagus_babirussa,Elephant,60,Ethanol,Entire,1.387824512,41.00444556
OB0263,Onthophagus_babirussa,Elephant,60,Ethanol,Entire,0.34781282,38.29437696
OB0264,Onthophagus_babirussa,Elephant,60,Ethanol,Entire,0.899805098,40.88432156
OB0265,Onthophagus_babirussa,Elephant,60,Ethanol,Entire,1.221960477,37.36896498
OB0266,Onthophagus_babirussa,Elephant,60,Ethanol,Entire,0.749053691,40.26601275
OB0267,Onthophagus_babirussa,Elephant,60,Ethanol,Entire,0.532250456,44.45244021
OB0268,Onthophagus_babirussa,Elephant,60,Ethanol,Entire,1.345295664,44.50946695
OB0269,Onthophagus_babirussa,Elephant,60,Ethanol,Entire,1.791858229,43.81622418
OB0270,Onthophagus_babirussa,Elephant,60,Ethanol,Entire,0.025032803,37.5395571
OB0271,Onthophagus_babirussa,Elephant,120,Ethanol,Entire,0.287327542,6.899150299
OB0272,Onthophagus_babirussa,Elephant,120,Ethanol,Entire,1.63536747,11.91762212
OB0273,Onthophagus_babirussa,Elephant,120,Ethanol,Entire,0.772568926,5.379119906
OB0274,Onthophagus_babirussa,Elephant,120,Ethanol,Entire,0.495691557,8.80164629
OB0275,Onthophagus_babirussa,Elephant,120,Ethanol,Entire,0.040145925,13.32566911
OB0276,Onthophagus_babirussa,Elephant,120,Ethanol,Entire,1.191082093,6.399668013
OB0277,Onthophagus_babirussa,Elephant,120,Ethanol,Entire,0.662530996,10.8066977
OB0278,Onthophagus_babirussa,Elephant,120,Ethanol,Entire,0.599559286,13.95125606
OB0279,Onthophagus_babirussa,Elephant,120,Ethanol,Entire,0.337358284,8.736337447
OB0280,Onthophagus_babirussa,Elephant,120,Ethanol,Entire,0.285782537,14.77370266
OB0281,Onthophagus_babirussa,Elephant,180,Ethanol,Entire,0.662086715,6.529146344
OB0282,Onthophagus_babirussa,Elephant,180,Ethanol,Entire,1.114185455,10.02461069
OB0283,Onthophagus_babirussa,Elephant,180,Ethanol,Entire,1.034329231,13.02721735
OB0284,Onthophagus_babirussa,Elephant,180,Ethanol,Entire,1.372708298,8.647976042
OB0285,Onthophagus_babirussa,Elephant,180,Ethanol,Entire,1.977396405,8.663177065
OB0286,Onthophagus_babirussa,Elephant,180,Ethanol,Entire,1.207141725,6.320360079
OB0287,Onthophagus_babirussa,Elephant,180,Ethanol,Entire,1.555759683,8.146024011
OB0288,Onthophagus_babirussa,Elephant,180,Ethanol,Entire,0.404424365,6.499590945
OB0289,Onthophagus_babirussa,Elephant,180,Ethanol,Entire,0.719684971,12.17406215
OB0290,Onthophagus_babirussa,Elephant,180,Ethanol,Entire,1.680655694,5.253477698
OB0291,Onthophagus_babirussa,Elephant,360,Ethanol,Entire,1.725042091,7.748421143
OB0292,Onthophagus_babirussa,Elephant,360,Ethanol,Entire,1.434534471,7.047661804
OB0293,Onthophagus_babirussa,Elephant,360,Ethanol,Entire,1.382258197,5.345778336
OB0294,Onthophagus_babirussa,Elephant,360,Ethanol,Entire,1.869923145,9.361432834
OB0295,Onthophagus_babirussa,Elephant,360,Ethanol,Entire,1.497525926,5.959347446
OB0296,Onthophagus_babirussa,Elephant,360,Ethanol,Entire,1.260057109,9.85869515
OB0297,Onthophagus_babirussa,Elephant,360,Ethanol,Entire,0.207024093,8.746994876
OB0298,Onthophagus_babirussa,Elephant,360,Ethanol,Entire,0.9533333,6.566296782
OB0299,Onthophagus_babirussa,Elephant,360,Ethanol,Entire,0.02986779,7.313201822
OB0300,Onthophagus_babirussa,Elephant,360,Ethanol,Entire,1.104589526,8.223009895
OB0301,Onthophagus_babirussa,Elephant,600,Ethanol,Entire,1.266074335,1.924339696
OB0302,Onthophagus_babirussa,Elephant,600,Ethanol,Entire,0.349329017,3.098224658
OB0303,Onthophagus_babirussa,Elephant,600,Ethanol,Entire,0.201175503,1.189574015
OB0304,Onthophagus_babirussa,Elephant,600,Ethanol,Entire,1.559595964,3.979307416
OB0305,Onthophagus_babirussa,Elephant,600,Ethanol,Entire,1.167788362,3.321273685
