"","qseid","sseqid","n"
"761","OTU_22","NC_049568.1",1
"762","OTU_22","OR766351.1",1
"763","OTU_22","OR766355.1",1
"764","OTU_22","OR766356.1",1
"765","OTU_22","OR766357.1",1
"766","OTU_22","OR766358.1",1
"767","OTU_22","OR766360.1",1
"768","OTU_22","OR766365.1",1
"769","OTU_22","OR766366.1",1
"770","OTU_22","OR766367.1",1
"771","OTU_22","OR766368.1",1
"772","OTU_22","OR766369.1",1
"773","OTU_22","OR766371.1",1
"774","OTU_22","OR766372.1",1
"775","OTU_22","OR766374.1",1
"776","OTU_22","OR766375.1",1
"777","OTU_22","OR766376.1",1
"778","OTU_22","OR766377.1",1
"779","OTU_22","OR766378.1",1
"780","OTU_22","OR766381.1",1
"781","OTU_22","OR766382.1",1
"782","OTU_22","OR766384.1",1
"783","OTU_22","OR766385.1",1
"784","OTU_22","OR766387.1",1
"785","OTU_22","OR766393.1",1
"786","OTU_22","OR766396.1",1
"787","OTU_22","OR766400.1",1
"788","OTU_22","OR766402.1",1
"789","OTU_22","OR766403.1",1
"790","OTU_22","OR766406.1",1
"791","OTU_22","OR766407.1",1
"792","OTU_22","OR766409.1",1
"793","OTU_22","OR766410.1",1
"794","OTU_22","OR766413.1",1
"795","OTU_22","OR766414.1",1
"796","OTU_22","OR766415.1",1
"797","OTU_22","OR766417.1",1
"798","OTU_22","OR766418.1",1
"799","OTU_22","OR766419.1",1
"800","OTU_22","OR766421.1",1
"801","OTU_22","OR766422.1",1
"802","OTU_22","OR766426.1",1
"803","OTU_22","OR766429.1",1
"804","OTU_22","OR766430.1",1
"805","OTU_22","OR766432.1",1
"806","OTU_22","OR766434.1",1
"807","OTU_22","OR766437.1",1
"808","OTU_22","OR766438.1",1
"809","OTU_22","OR766439.1",1
"810","OTU_22","OR766440.1",1
"811","OTU_22","OR766441.1",1
"812","OTU_22","OR766443.1",1
"813","OTU_22","OR766445.1",1
"814","OTU_22","OR766447.1",1
"815","OTU_22","OR766448.1",1
"816","OTU_22","OR766449.1",1
"817","OTU_22","OR766450.1",1
"818","OTU_22","OR766451.1",1
"819","OTU_22","OR766453.1",1
"820","OTU_22","OR766454.1",1
"821","OTU_22","OR777289.1",1
"822","OTU_22","PX112830.1",1
"823","OTU_223","OY997226.1",1
"824","OTU_23","AL590396.13",1
"825","OTU_23","NG_023152.1",1
"826","OTU_24","KY464177.1",1
"827","OTU_24","NC_036729.1",1
"828","OTU_246","MZ041128.1",1
"829","OTU_25","AL135939.12",1
"830","OTU_25","CP034499.1",1
"831","OTU_25","NG_047090.1",1
"832","OTU_25","NG_077247.1",1
"833","OTU_26","AC004979.1",1
"834","OTU_260","OX466066.1",1
"835","OTU_260","XM_044405544.1",1
"836","OTU_260","XM_967748.4",1
"837","OTU_262","6GAW_BA",1
"838","OTU_262","8OIN_B8",1
"839","OTU_262","KX982653.1",1
"840","OTU_262","KX982656.1",1
"841","OTU_262","KX982659.1",1
"842","OTU_262","KX982660.1",1
"843","OTU_262","KY800118.1",1
"844","OTU_262","LC500156.1",1
"845","OTU_262","LC500157.1",1
"846","OTU_262","LC880095.1",1
"847","OTU_262","MF183224.1",1
"848","OTU_262","MG009445.1",1
"849","OTU_262","MG250515.1",1
"850","OTU_262","MG250516.1",1
"851","OTU_262","MG250517.1",1
"852","OTU_262","MG250518.1",1
"853","OTU_262","MG250522.1",1
"854","OTU_262","MG250526.1",1
"855","OTU_262","MG250528.1",1
"856","OTU_262","MG250529.1",1
"857","OTU_262","MG250538.1",1
"858","OTU_262","MG250539.1",1
"859","OTU_262","MG250543.1",1
"860","OTU_262","MG250544.1",1
"861","OTU_262","MG250545.1",1
"862","OTU_262","MG250546.1",1
"863","OTU_262","MG250551.1",1
"864","OTU_262","MG250557.1",1
"865","OTU_262","MG250559.1",1
"866","OTU_262","MG250560.1",1
"867","OTU_262","MG250562.1",1
"868","OTU_262","MG837549.1",1
"869","OTU_262","MG837550.1",1
"870","OTU_262","MK248681.1",1
"871","OTU_262","MK344650.1",1
"872","OTU_262","MK344652.1",1
"873","OTU_262","MK746089.1",1
"874","OTU_262","MK746090.1",1
"875","OTU_262","MK746091.1",1
"876","OTU_262","MK746094.1",1
"877","OTU_262","MK746096.1",1
"878","OTU_262","MK858170.1",1
"879","OTU_262","MK858173.1",1
"880","OTU_262","MK858179.1",1
"881","OTU_262","MN550011.1",1
"882","OTU_262","MT199605.1",1
"883","OTU_262","MT483613.1",1
"884","OTU_262","MW916330.1",1
"885","OTU_262","OK329967.1",1
"886","OTU_262","OL435713.1",1
"887","OTU_262","OL547443.1",1
"888","OTU_262","OL547444.1",1
"889","OTU_262","OL547453.1",1
"890","OTU_262","OL547455.1",1
"891","OTU_262","OL547460.1",1
"892","OTU_262","OL547461.1",1
"893","OTU_262","OL547481.1",1
"894","OTU_262","OL547482.1",1
"895","OTU_262","OM363676.1",1
"896","OTU_262","OM468891.1",1
"897","OTU_262","OM617468.1",1
"898","OTU_262","OM634652.1",1
"899","OTU_262","ON060839.1",1
"900","OTU_262","ON706057.1",1
"901","OTU_262","OQ443259.1",1
"902","OTU_262","OQ443262.1",1
"903","OTU_262","OQ443264.1",1
"904","OTU_262","OQ443267.1",1
"905","OTU_262","OQ443271.1",1
"906","OTU_262","OR234746.1",1
"907","OTU_262","OR255999.1",1
"908","OTU_262","OR268692.1",1
"909","OTU_262","OR360135.1",1
"910","OTU_262","OR360175.1",1
"911","OTU_262","OR360178.1",1
"912","OTU_262","OR360215.1",1
"913","OTU_262","OR360223.1",1
"914","OTU_262","OR397962.1",1
"915","OTU_262","PP763926.1",1
"916","OTU_262","PP763929.1",1
"917","OTU_262","PP763931.1",1
"918","OTU_262","PP763932.1",1
"919","OTU_262","PP763934.1",1
"920","OTU_262","PP763936.1",1
"921","OTU_262","PP763937.1",1
"922","OTU_262","PP763942.1",1
"923","OTU_262","PP763943.1",1
"924","OTU_262","PP763944.1",1
"925","OTU_262","PP763945.1",1
"926","OTU_262","PP763947.1",1
"927","OTU_262","PP763950.1",1
"928","OTU_262","PP763974.1",1
"929","OTU_262","PP763975.1",1
"930","OTU_262","PP763978.1",1
"931","OTU_262","PP763982.1",1
"932","OTU_262","PP763983.1",1
"933","OTU_262","PP763987.1",1
"934","OTU_262","PP763988.1",1
"935","OTU_262","PV693689.1",1
"936","OTU_267","XM_071201246.1",1
"937","OTU_267","XR_011641736.1",1
"938","OTU_267","XR_011642338.1",1
"939","OTU_27","AL121927.24",1
"940","OTU_27","FN674020.1",1
"941","OTU_27","NG_077212.1",1
"942","OTU_27","NM_001193627.3",1
"943","OTU_277","XM_071197276.1",1
"944","OTU_28","AC021914.7",1
"945","OTU_28","FN674025.1",1
"946","OTU_28","NG_012041.1",1
"947","OTU_28","NG_077258.1",1
"948","OTU_283","JN800721.1",1
"949","OTU_286","AC255528.1",1
"950","OTU_286","AL356135.11",1
"951","OTU_286","NG_029631.2",1
"952","OTU_29","MZ041129.1",1
"953","OTU_293","AB048589.1",1
"954","OTU_297","NC_068695.1",1
"955","OTU_297","ON746674.1",1
"956","OTU_3","KJ567052.1",1
"957","OTU_3","KM850998.1",1
"958","OTU_3","KM851010.1",1
"959","OTU_3","KM851011.1",1
"960","OTU_3","KM851012.1",1
"961","OTU_3","KM851015.1",1
"962","OTU_3","KM851016.1",1
"963","OTU_3","KM851017.1",1
"964","OTU_3","KM851018.1",1
"965","OTU_3","KM851022.1",1
"966","OTU_3","KM851035.1",1
"967","OTU_3","MF893983.1",1
"968","OTU_3","MF893984.1",1
"969","OTU_3","MF893985.1",1
"970","OTU_3","MF893986.1",1
"971","OTU_3","MF893987.1",1
"972","OTU_3","MF893988.1",1
"973","OTU_3","MF893989.1",1
"974","OTU_3","NC_012670.1",1
"975","OTU_30","NC_068695.1",1
"976","OTU_30","ON746674.1",1
"977","OTU_300","XM_011996668.1",1
"978","OTU_300","XM_031935420.1",1
"979","OTU_300","XM_033179866.1",1
"980","OTU_306","CP059148.1",13
"981","OTU_306","CP085256.1",7
"982","OTU_306","CP089269.1",1
"983","OTU_306","CP090016.1",14
"984","OTU_306","CP097347.1",6
"985","OTU_306","CP100041.1",9
"986","OTU_306","CP102284.1",6
"987","OTU_306","CP103328.1",10
"988","OTU_306","CP103412.1",9
"989","OTU_306","CP104097.1",10
"990","OTU_306","CP104855.1",10
"991","OTU_306","CP104878.1",10
"992","OTU_306","CP107039.1",10
"993","OTU_306","CP107540.1",1
"994","OTU_306","CP113385.1",13
"995","OTU_306","CP115185.1",9
"996","OTU_306","CP116834.1",10
"997","OTU_306","CP116856.1",10
"998","OTU_306","CP118085.1",3
"999","OTU_306","CP118095.1",4
"1000","OTU_306","CP120599.2",8
"1001","OTU_306","CP120920.1",8
"1002","OTU_306","CP124891.1",4
"1003","OTU_306","CP124908.1",4
"1004","OTU_306","CP124939.1",4
"1005","OTU_306","CP125299.1",9
"1006","OTU_306","CP125812.1",10
"1007","OTU_306","CP126086.1",8
"1008","OTU_306","CP126105.1",9
"1009","OTU_306","CP126112.1",14
"1010","OTU_306","CP126496.1",8
"1011","OTU_306","CP126696.1",9
"1012","OTU_306","CP126958.1",4
"1013","OTU_306","CP127331.1",14
"1014","OTU_306","CP127381.1",1
"1015","OTU_306","CP127444.1",4
"1016","OTU_306","CP127486.1",4
"1017","OTU_306","CP128608.1",14
"1018","OTU_306","CP129459.1",8
"1019","OTU_306","CP130284.1",14
"1020","OTU_306","CP132058.1",8
"1021","OTU_306","CP132200.1",14
"1022","OTU_306","CP132599.1",8
"1023","OTU_306","CP133369.1",14
"1024","OTU_306","CP133412.1",10
"1025","OTU_306","CP135143.1",9
"1026","OTU_306","CP136163.1",12
"1027","OTU_306","CP136360.1",4
"1028","OTU_306","CP136919.1",1
"1029","OTU_306","CP137345.1",8
"1030","OTU_306","CP138345.1",6
"1031","OTU_306","CP140731.1",2
"1032","OTU_306","CP142811.1",4
"1033","OTU_306","CP146257.1",12
"1034","OTU_306","CP147407.1",10
"1035","OTU_306","CP147728.1",4
"1036","OTU_306","CP147787.1",10
"1037","OTU_306","CP150212.1",7
"1038","OTU_306","CP150268.1",10
"1039","OTU_306","CP151962.1",9
"1040","OTU_306","CP151976.1",8
"1041","OTU_306","CP151977.1",8
"1042","OTU_306","CP152292.1",1
"1043","OTU_306","CP154853.1",8
"1044","OTU_306","CP154920.1",10
"1045","OTU_306","CP155054.1",10
"1046","OTU_306","CP157504.1",14
"1047","OTU_306","CP158914.1",10
"1048","OTU_306","CP159629.1",4
"1049","OTU_306","CP160831.1",1
"1050","OTU_306","CP162095.1",8
"1051","OTU_306","CP162498.1",4
"1052","OTU_306","CP165965.1",13
"1053","OTU_306","CP166870.1",8
"1054","OTU_306","CP169877.1",9
"1055","OTU_306","CP170651.1",9
"1056","OTU_306","CP171208.1",10
"1057","OTU_306","CP172883.1",6
"1058","OTU_306","CP172923.1",4
"1059","OTU_306","CP172927.1",4
"1060","OTU_306","CP174864.1",4
"1061","OTU_306","CP174922.1",4
"1062","OTU_306","CP175056.1",4
"1063","OTU_306","CP175230.1",4
"1064","OTU_306","CP175541.1",9
"1065","OTU_306","CP187297.1",9
"1066","OTU_306","CP187373.1",9
"1067","OTU_306","CP187577.1",10
"1068","OTU_306","CP187612.1",8
"1069","OTU_306","CP187618.1",1
"1070","OTU_306","CP187658.1",8
"1071","OTU_306","CP187661.1",9
"1072","OTU_306","CP187663.1",9
"1073","OTU_306","CP187706.1",12
"1074","OTU_306","CP192519.1",8
"1075","OTU_306","CP193928.1",10
"1076","OTU_306","CP194768.1",8
"1077","OTU_306","CP195130.1",10
"1078","OTU_306","CP197471.1",14
"1079","OTU_306","OY763322.1",9
"1080","OTU_307","AC239395.3",1
"1081","OTU_307","AL030997.1",1
"1082","OTU_309","XR_013009281.1",1
"1083","OTU_309","XR_013009282.1",1
"1084","OTU_309","XR_013009284.1",1
"1085","OTU_31","AL158819.14",1
"1086","OTU_31","NG_077259.1",1
"1087","OTU_312","AC092156.2",1
"1088","OTU_314","XM_071197339.1",1
"1089","OTU_314","XM_071197340.1",1
"1090","OTU_314","XR_011640881.1",1
"1091","OTU_33","NM_001194967.1",1
"1092","OTU_33","XR_011620582.1",1
"1093","OTU_337","XM_071197339.1",1
"1094","OTU_337","XM_071197340.1",1
"1095","OTU_337","XR_011640881.1",1
"1096","OTU_34","NG_027492.2",1
"1097","OTU_345","OK209749.1",1
"1098","OTU_345","OK209751.1",1
"1099","OTU_345","OK209754.1",1
"1100","OTU_345","OK209755.1",1
"1101","OTU_345","OK209763.1",1
"1102","OTU_345","OK209768.1",1
"1103","OTU_345","OK209770.1",1
"1104","OTU_345","OK209773.1",1
"1105","OTU_345","OK209778.1",1
"1106","OTU_345","OK209783.1",1
"1107","OTU_345","OK209788.1",1
"1108","OTU_345","OK209792.1",1
"1109","OTU_345","OK209796.1",1
"1110","OTU_345","OK209799.1",1
"1111","OTU_345","OK209801.1",1
"1112","OTU_345","ON307368.1",1
"1113","OTU_345","ON310880.1",1
"1114","OTU_345","ON493636.1",1
"1115","OTU_345","ON817214.1",1
"1116","OTU_345","ON944123.1",1
"1117","OTU_345","ON944126.1",1
"1118","OTU_345","ON944129.1",1
"1119","OTU_345","ON944132.1",1
"1120","OTU_345","ON944139.1",1
"1121","OTU_345","ON965001.1",1
"1122","OTU_345","OP881909.1",1
"1123","OTU_345","OR001988.1",1
"1124","OTU_345","OX465989.1",1
"1125","OTU_345","OX466047.1",4
"1126","OTU_345","OX466054.1",2
"1127","OTU_345","PP826304.1",1
"1128","OTU_345","PX071578.1",1
"1129","OTU_345","XR_006749703.1",1
"1130","OTU_345","XR_006749704.1",1
"1131","OTU_345","XR_006749710.1",1
"1132","OTU_345","XR_006749721.1",1
"1133","OTU_345","XR_006749724.1",1
"1134","OTU_345","XR_006749731.1",1
"1135","OTU_345","XR_006749744.1",1
"1136","OTU_345","XR_006749745.1",1
"1137","OTU_345","XR_006749748.1",1
"1138","OTU_345","XR_006749758.1",1
"1139","OTU_345","XR_006749759.1",1
"1140","OTU_345","XR_006749763.1",1
"1141","OTU_345","XR_006749767.1",1
"1142","OTU_345","XR_006749772.1",1
"1143","OTU_345","XR_006749780.1",1
"1144","OTU_345","XR_006749786.1",1
"1145","OTU_345","XR_006923298.1",1
"1146","OTU_345","XR_007662880.1",1
"1147","OTU_345","XR_007665257.1",1
"1148","OTU_345","XR_008910844.1",1
"1149","OTU_345","XR_008910902.1",1
"1150","OTU_345","XR_008910941.1",1
"1151","OTU_345","XR_009060449.1",1
"1152","OTU_345","XR_009060549.1",1
"1153","OTU_345","XR_009060563.1",1
"1154","OTU_345","XR_009060568.1",1
"1155","OTU_345","XR_009060623.1",1
"1156","OTU_345","XR_009060653.1",1
"1157","OTU_345","XR_009060657.1",1
"1158","OTU_345","XR_009060660.1",1
"1159","OTU_345","XR_009060689.1",1
"1160","OTU_345","XR_009060698.1",1
"1161","OTU_345","XR_009060705.1",1
"1162","OTU_345","XR_009060706.1",1
"1163","OTU_345","XR_009060730.1",1
"1164","OTU_345","XR_009618274.1",1
"1165","OTU_345","XR_010335882.1",1
"1166","OTU_345","XR_010335897.1",1
"1167","OTU_345","XR_010335930.1",1
"1168","OTU_345","XR_010336000.1",1
"1169","OTU_345","XR_010336019.1",1
"1170","OTU_345","XR_010336071.1",1
"1171","OTU_345","XR_010336081.1",1
"1172","OTU_345","XR_010336100.1",1
"1173","OTU_345","XR_010336102.1",1
"1174","OTU_345","XR_010336112.1",1
"1175","OTU_345","XR_010336216.1",1
"1176","OTU_345","XR_010336219.1",1
"1177","OTU_345","XR_010336220.1",1
"1178","OTU_345","XR_011642306.1",1
"1179","OTU_345","XR_012465304.1",1
"1180","OTU_345","XR_012466624.1",1
"1181","OTU_345","XR_012466650.1",1
"1182","OTU_345","XR_012466676.1",1
"1183","OTU_345","XR_012467611.1",1
"1184","OTU_345","XR_012468130.1",1
"1185","OTU_345","XR_012468223.1",1
"1186","OTU_345","XR_012468225.1",1
"1187","OTU_345","XR_013008042.1",1
"1188","OTU_345","XR_013008107.1",1
"1189","OTU_345","XR_013008109.1",1
"1190","OTU_345","XR_013008121.1",1
"1191","OTU_345","XR_013008220.1",1
"1192","OTU_345","XR_013008291.1",1
"1193","OTU_345","XR_013008297.1",1
"1194","OTU_345","XR_013008367.1",1
"1195","OTU_345","XR_013008376.1",1
"1196","OTU_345","XR_013008395.1",1
"1197","OTU_355","NM_001195073.3",1
"1198","OTU_36","NG_023471.3",1
"1199","OTU_37","XM_011959258.1",1
"1200","OTU_377","6GAW_BA",1
"1201","OTU_377","8OIN_B8",1
"1202","OTU_377","KX982653.1",1
"1203","OTU_377","KX982656.1",1
"1204","OTU_377","KX982659.1",1
"1205","OTU_377","KX982660.1",1
"1206","OTU_377","KY800118.1",1
"1207","OTU_377","LC500156.1",1
"1208","OTU_377","LC500157.1",1
"1209","OTU_377","LC880095.1",1
"1210","OTU_377","MF183224.1",1
"1211","OTU_377","MG009445.1",1
"1212","OTU_377","MG250515.1",1
"1213","OTU_377","MG250516.1",1
"1214","OTU_377","MG250517.1",1
"1215","OTU_377","MG250518.1",1
"1216","OTU_377","MG250522.1",1
"1217","OTU_377","MG250526.1",1
"1218","OTU_377","MG250528.1",1
"1219","OTU_377","MG250529.1",1
"1220","OTU_377","MG250538.1",1
"1221","OTU_377","MG250539.1",1
"1222","OTU_377","MG250543.1",1
"1223","OTU_377","MG250544.1",1
"1224","OTU_377","MG250545.1",1
"1225","OTU_377","MG250546.1",1
"1226","OTU_377","MG250551.1",1
"1227","OTU_377","MG250557.1",1
"1228","OTU_377","MG250559.1",1
"1229","OTU_377","MG250560.1",1
"1230","OTU_377","MG250562.1",1
"1231","OTU_377","MG837549.1",1
"1232","OTU_377","MG837550.1",1
"1233","OTU_377","MK248681.1",1
"1234","OTU_377","MK344650.1",1
"1235","OTU_377","MK344652.1",1
"1236","OTU_377","MK746089.1",1
"1237","OTU_377","MK746090.1",1
"1238","OTU_377","MK746091.1",1
"1239","OTU_377","MK746094.1",1
"1240","OTU_377","MK746096.1",1
"1241","OTU_377","MK858170.1",1
"1242","OTU_377","MK858173.1",1
"1243","OTU_377","MK858179.1",1
"1244","OTU_377","MN550011.1",1
"1245","OTU_377","MT199605.1",1
"1246","OTU_377","MT483613.1",1
"1247","OTU_377","MW916330.1",1
"1248","OTU_377","OK329967.1",1
"1249","OTU_377","OL435713.1",1
"1250","OTU_377","OL547443.1",1
"1251","OTU_377","OL547444.1",1
"1252","OTU_377","OL547453.1",1
"1253","OTU_377","OL547455.1",1
"1254","OTU_377","OL547460.1",1
"1255","OTU_377","OL547461.1",1
"1256","OTU_377","OL547481.1",1
"1257","OTU_377","OL547482.1",1
"1258","OTU_377","OM363676.1",1
"1259","OTU_377","OM468891.1",1
"1260","OTU_377","OM617468.1",1
"1261","OTU_377","OM634652.1",1
"1262","OTU_377","ON060839.1",1
"1263","OTU_377","ON706057.1",1
"1264","OTU_377","OQ443259.1",1
"1265","OTU_377","OQ443262.1",1
"1266","OTU_377","OQ443264.1",1
"1267","OTU_377","OQ443267.1",1
"1268","OTU_377","OQ443271.1",1
"1269","OTU_377","OR234746.1",1
"1270","OTU_377","OR255999.1",1
"1271","OTU_377","OR268692.1",1
"1272","OTU_377","OR360135.1",1
"1273","OTU_377","OR360175.1",1
"1274","OTU_377","OR360178.1",1
"1275","OTU_377","OR360215.1",1
"1276","OTU_377","OR360223.1",1
"1277","OTU_377","OR397962.1",1
"1278","OTU_377","PP763926.1",1
"1279","OTU_377","PP763929.1",1
"1280","OTU_377","PP763931.1",1
"1281","OTU_377","PP763932.1",1
"1282","OTU_377","PP763934.1",1
"1283","OTU_377","PP763936.1",1
"1284","OTU_377","PP763937.1",1
"1285","OTU_377","PP763942.1",1
"1286","OTU_377","PP763943.1",1
"1287","OTU_377","PP763944.1",1
"1288","OTU_377","PP763945.1",1
"1289","OTU_377","PP763947.1",1
"1290","OTU_377","PP763950.1",1
"1291","OTU_377","PP763974.1",1
"1292","OTU_377","PP763975.1",1
"1293","OTU_377","PP763978.1",1
"1294","OTU_377","PP763982.1",1
"1295","OTU_377","PP763983.1",1
"1296","OTU_377","PP763987.1",1
"1297","OTU_377","PP763988.1",1
"1298","OTU_377","PV693689.1",1
"1299","OTU_38","NM_001195058.2",1
"1300","OTU_39","AC213900.3",1
"1301","OTU_395","XR_011641239.1",1
"1302","OTU_4","AY391769.1",1
"1303","OTU_4","AY391770.1",1
"1304","OTU_4","DQ832273.1",1
"1305","OTU_4","EF035448.1",1
"1306","OTU_4","EU223368.1",1
"1307","OTU_4","KJ870152.1",1
"1308","OTU_4","KY946815.1",1
"1309","OTU_4","MF176981.1",1
"1310","OTU_4","MF176982.1",1
"1311","OTU_4","MF176983.1",1
"1312","OTU_4","MF176984.1",1
"1313","OTU_4","MF176985.1",1
"1314","OTU_4","MF176986.1",1
"1315","OTU_4","MF176987.1",1
"1316","OTU_4","MF176988.1",1
"1317","OTU_4","MF176989.1",1
"1318","OTU_4","MF176991.1",1
"1319","OTU_4","MF176992.1",1
"1320","OTU_4","MF176993.1",1
"1321","OTU_4","MF176995.1",1
"1322","OTU_4","MF176997.1",1
"1323","OTU_4","MF176998.1",1
"1324","OTU_4","MF176999.1",1
"1325","OTU_4","MF177000.1",1
"1326","OTU_4","MF177002.1",1
"1327","OTU_4","MF177003.1",1
"1328","OTU_4","MF177004.1",1
"1329","OTU_4","MF177005.1",1
"1330","OTU_4","MF177006.1",1
"1331","OTU_4","MF177007.1",1
"1332","OTU_4","MF177009.1",1
"1333","OTU_4","MF177010.1",1
"1334","OTU_4","MF177011.1",1
"1335","OTU_4","MF177012.1",1
"1336","OTU_4","MF177014.1",1
"1337","OTU_4","MF177015.1",1
"1338","OTU_4","MF177016.1",1
"1339","OTU_4","MF177017.1",1
"1340","OTU_4","MF177019.1",1
"1341","OTU_4","MF177020.1",1
"1342","OTU_4","MF177021.1",1
"1343","OTU_4","MF177022.1",1
"1344","OTU_4","MF177025.1",1
"1345","OTU_4","MF177026.1",1
"1346","OTU_4","MF177027.1",1
"1347","OTU_4","MK941883.1",1
"1348","OTU_4","NC_008414.3",1
"1349","OTU_4","NC_008462.1",1
"1350","OTU_4","NC_016707.1",1
"1351","OTU_4","NC_031835.1",1
"1352","OTU_4","OQ231463.1",1
"1353","OTU_40","AF420054.1",1
"1354","OTU_40","AF420055.1",1
"1355","OTU_40","AF420056.1",1
"1356","OTU_40","AF420060.1",1
"1357","OTU_40","AF420061.1",1
"1358","OTU_40","AY603034.1",1
"1359","OTU_40","AY603035.1",1
"1360","OTU_40","AY603037.1",1
"1361","OTU_40","NG_027496.2",1
"1362","OTU_406","AJ428946.1",1
"1363","OTU_406","EF588275.2",1
"1364","OTU_406","MW703459.1",1
"1365","OTU_406","MW703460.1",1
"1366","OTU_406","MZ031857.1",1
"1367","OTU_406","MZ031859.1",1
"1368","OTU_406","MZ031861.1",1
"1369","OTU_406","MZ031862.1",1
"1370","OTU_406","MZ031863.1",1
"1371","OTU_406","MZ031864.1",1
"1372","OTU_406","MZ031865.1",1
"1373","OTU_406","MZ031866.1",1
"1374","OTU_406","MZ061594.1",1
"1375","OTU_406","MZ061595.1",1
"1376","OTU_406","MZ061598.1",1
"1377","OTU_406","MZ061599.1",1
"1378","OTU_406","MZ061600.1",1
"1379","OTU_406","MZ061601.1",1
"1380","OTU_406","NC_005129.2",1
"1381","OTU_406","OL628830.1",1
"1382","OTU_406","OP575307.1",1
"1383","OTU_406","PV139002.1",1
"1384","OTU_406","PV139003.1",1
"1385","OTU_406","PV139004.1",1
"1386","OTU_406","PV139006.1",1
"1387","OTU_41","MZ040937.1",1
"1388","OTU_41","MZ040939.1",1
"1389","OTU_41","MZ040948.1",1
"1390","OTU_41","MZ040959.1",1
"1391","OTU_41","MZ041115.1",1
"1392","OTU_43","EU621808.1",1
"1393","OTU_435","KC733266.1",1
"1394","OTU_438","6GAW_BA",1
"1395","OTU_438","8OIN_B8",1
"1396","OTU_438","KX982653.1",1
"1397","OTU_438","KX982656.1",1
"1398","OTU_438","KX982659.1",1
"1399","OTU_438","KX982660.1",1
"1400","OTU_438","KY800118.1",1
"1401","OTU_438","LC500156.1",1
"1402","OTU_438","LC500157.1",1
"1403","OTU_438","LC880095.1",1
"1404","OTU_438","MF183224.1",1
"1405","OTU_438","MG009445.1",1
"1406","OTU_438","MG250515.1",1
"1407","OTU_438","MG250516.1",1
"1408","OTU_438","MG250517.1",1
"1409","OTU_438","MG250518.1",1
"1410","OTU_438","MG250522.1",1
"1411","OTU_438","MG250526.1",1
"1412","OTU_438","MG250528.1",1
"1413","OTU_438","MG250529.1",1
"1414","OTU_438","MG250538.1",1
"1415","OTU_438","MG250539.1",1
"1416","OTU_438","MG250543.1",1
"1417","OTU_438","MG250544.1",1
"1418","OTU_438","MG250545.1",1
"1419","OTU_438","MG250546.1",1
"1420","OTU_438","MG250551.1",1
"1421","OTU_438","MG250557.1",1
"1422","OTU_438","MG250559.1",1
"1423","OTU_438","MG250560.1",1
"1424","OTU_438","MG250562.1",1
"1425","OTU_438","MG837549.1",1
"1426","OTU_438","MG837550.1",1
"1427","OTU_438","MK248681.1",1
"1428","OTU_438","MK344650.1",1
"1429","OTU_438","MK344652.1",1
"1430","OTU_438","MK746089.1",1
"1431","OTU_438","MK746090.1",1
"1432","OTU_438","MK746091.1",1
"1433","OTU_438","MK746094.1",1
"1434","OTU_438","MK746096.1",1
"1435","OTU_438","MK858170.1",1
"1436","OTU_438","MK858173.1",1
"1437","OTU_438","MK858179.1",1
"1438","OTU_438","MN550011.1",1
"1439","OTU_438","MT199605.1",1
"1440","OTU_438","MT483613.1",1
"1441","OTU_438","MW916330.1",1
"1442","OTU_438","OK329967.1",1
"1443","OTU_438","OL435713.1",1
"1444","OTU_438","OL547443.1",1
"1445","OTU_438","OL547444.1",1
"1446","OTU_438","OL547453.1",1
"1447","OTU_438","OL547455.1",1
"1448","OTU_438","OL547460.1",1
"1449","OTU_438","OL547461.1",1
"1450","OTU_438","OL547481.1",1
"1451","OTU_438","OL547482.1",1
"1452","OTU_438","OM363676.1",1
"1453","OTU_438","OM468891.1",1
"1454","OTU_438","OM617468.1",1
"1455","OTU_438","OM634652.1",1
"1456","OTU_438","ON060839.1",1
"1457","OTU_438","ON706057.1",1
"1458","OTU_438","OQ443259.1",1
"1459","OTU_438","OQ443262.1",1
"1460","OTU_438","OQ443264.1",1
"1461","OTU_438","OQ443267.1",1
"1462","OTU_438","OQ443271.1",1
"1463","OTU_438","OR234746.1",1
"1464","OTU_438","OR255999.1",1
"1465","OTU_438","OR268692.1",1
"1466","OTU_438","OR360135.1",1
"1467","OTU_438","OR360175.1",1
"1468","OTU_438","OR360178.1",1
"1469","OTU_438","OR360215.1",1
"1470","OTU_438","OR360223.1",1
"1471","OTU_438","OR397962.1",1
"1472","OTU_438","PP763926.1",1
"1473","OTU_438","PP763929.1",1
"1474","OTU_438","PP763931.1",1
"1475","OTU_438","PP763932.1",1
"1476","OTU_438","PP763934.1",1
"1477","OTU_438","PP763936.1",1
"1478","OTU_438","PP763937.1",1
"1479","OTU_438","PP763942.1",1
"1480","OTU_438","PP763943.1",1
"1481","OTU_438","PP763944.1",1
"1482","OTU_438","PP763945.1",1
"1483","OTU_438","PP763947.1",1
"1484","OTU_438","PP763950.1",1
"1485","OTU_438","PP763974.1",1
"1486","OTU_438","PP763975.1",1
"1487","OTU_438","PP763978.1",1
"1488","OTU_438","PP763982.1",1
"1489","OTU_438","PP763983.1",1
"1490","OTU_438","PP763987.1",1
"1491","OTU_438","PP763988.1",1
"1492","OTU_438","PV693689.1",1
"1493","OTU_44","NC_040292.1",1
"1494","OTU_442","6GAW_BA",1
"1495","OTU_442","8OIN_B8",1
