"","qseid","sseqid","sscinames","sskingdoms","pident","length","mismatch","qstart","qend","sstart","ssend","evalue","bitscore","score"
"187","OTU_3733","gi|2673090975|emb|OZ014514.1|","Aphodius sticticus","Eukaryota",90.625,96,9,1,96,12658336,12658431,2.05e-25,128,69
"188","OTU_375","gi|2634424560|gb|CP139520.1|","Homo sapiens","Eukaryota",100,100,0,1,100,12308865,12308964,1.22e-42,185,100
"189","OTU_379","gi|1279704705|ref|XM_023047396.1|","Onthophagus taurus","Eukaryota",91.579,95,8,1,95,2026,2120,1.48e-26,132,71
"190","OTU_38","gi|1331215047|ref|NC_036729.1|","Sundamys annandalei","Eukaryota",100,100,0,1,100,514,613,1.22e-42,185,100
"191","OTU_389","gi|1476682361|gb|MH918138.1|","Cottus gobio","Eukaryota",100,99,0,1,99,445,543,4.31e-42,183,99
"192","OTU_389","gi|1269030720|ref|NC_036147.1|","Cottus rhenanus","Eukaryota",100,99,0,1,99,515,613,4.31e-42,183,99
"193","OTU_39","gi|2317810548|gb|OP459436.1|","Decapterus maruadsi","Eukaryota",100,99,0,1,99,513,611,4.31e-42,183,99
"194","OTU_390","gi|342166478|dbj|AB634643.1|","Kalophrynus sp. KUHE 53284","Eukaryota",100,90,0,1,90,395,484,3.74e-37,167,90
"195","OTU_391","gi|1074196485|dbj|AP011178.1|","Carassioides acuminatus","Eukaryota",100,99,0,1,99,516,614,4.31e-42,183,99
"196","OTU_391","gi|1352192314|gb|KY798482.1|","Carassius auratus","Eukaryota",100,99,0,1,99,458,556,4.31e-42,183,99
"197","OTU_391","gi|948550267|gb|KT756205.1|","Carassius auratus 'high back crucian carp'","Eukaryota",100,99,0,1,99,516,614,4.31e-42,183,99
"198","OTU_391","gi|1258168614|gb|MF443771.1|","Carassius auratus auratus","Eukaryota",100,99,0,1,99,1439,1537,4.31e-42,183,99
"199","OTU_391","gi|906357842|dbj|AP011239.1|","Carassius auratus grandoculis","Eukaryota",100,99,0,1,99,516,614,4.31e-42,183,99
"200","OTU_391","gi|2496525642|gb|OQ679763.1|","Carassius auratus ssp. 'Pengze'","Eukaryota",100,99,0,1,99,1439,1537,4.31e-42,183,99
"201","OTU_391","gi|323481938|ref|NC_015142.1|","Carassius auratus ssp. 'Pingxiang'","Eukaryota",100,99,0,1,99,1435,1533,4.31e-42,183,99
"202","OTU_391","gi|270301391|gb|GU186888.1|","Carassius auratus x Cyprinus carpio","Eukaryota",100,99,0,1,99,1439,1537,4.31e-42,183,99
"203","OTU_391","gi|311087971|gb|HQ401008.1|","Carassius auratus x Megalobrama amblycephala pentaploid hybrid","Eukaryota",100,99,0,1,99,1440,1538,4.31e-42,183,99
"204","OTU_391","gi|261866623|ref|NC_013430.1|","Carassius auratus x Megalobrama amblycephala tetraploid hybrid","Eukaryota",100,99,0,1,99,1439,1537,4.31e-42,183,99
"205","OTU_391","gi|261866637|ref|NC_013431.1|","Carassius auratus x Megalobrama amblycephala triploid hybrid","Eukaryota",100,99,0,1,99,1439,1537,4.31e-42,183,99
"206","OTU_391","gi|1252314667|ref|NC_035976.1|","Carassius auratus x Megalobrama amblycephala x Carassius cuvieri","Eukaryota",100,99,0,1,99,1438,1536,4.31e-42,183,99
"207","OTU_391","gi|1197011479|gb|KX781320.1|","Carassius carassius","Eukaryota",100,99,0,1,99,1439,1537,4.31e-42,183,99
"208","OTU_391","gi|906357828|dbj|AP011237.1|","Carassius cuvieri","Eukaryota",100,99,0,1,99,516,614,4.31e-42,183,99
"209","OTU_391","gi|1070304081|gb|KX505166.1|","Carassius gibelio","Eukaryota",100,99,0,1,99,1438,1536,4.31e-42,183,99
"210","OTU_391","gi|5835778|ref|NC_002079.1|","Carassius langsdorfii","Eukaryota",100,99,0,1,99,1437,1535,4.31e-42,183,99
"211","OTU_391","gi|2414551017|dbj|LC742188.1|","Carassius sp. IDEA_Fish426","Eukaryota",100,99,0,1,99,441,539,4.31e-42,183,99
"212","OTU_391","gi|1694465481|gb|MK085973.1|","Cyprinus carpio x Megalobrama amblycephala","Eukaryota",100,99,0,1,99,1439,1537,4.31e-42,183,99
"213","OTU_391","gi|254033645|ref|NC_012980.1|","natural gynogenetic Carassius auratus red var.","Eukaryota",100,99,0,1,99,1439,1537,4.31e-42,183,99
"214","OTU_393","gi|21326077|gb|AF502341.1|","Macaca mulatta","Eukaryota",100,100,0,1,100,3,102,1.22e-42,185,100
"215","OTU_3937","gi|2560371753|emb|OY720424.1|","Melanotus villosus","Eukaryota",92.5,80,6,3,82,20835895,20835974,1.18e-21,115,62
"216","OTU_399","gi|21326043|gb|AF502307.1|","Macaca mulatta","Eukaryota",96.078,102,1,1,102,3,101,5.87e-36,163,88
"217","OTU_4067","gi|2211167295|emb|OW052099.1|","Caradrina clavipalpis","Eukaryota",90,80,8,1,80,16653236,16653315,2.44e-18,104,56
"218","OTU_4190","gi|2672402743|emb|OZ012656.1|","Priocnemis perturbator","Eukaryota",91.589,107,9,1,107,196170,196064,1.74e-31,148,80
"219","OTU_420","gi|2665687358|gb|PP209160.1|","Meyerozyma guilliermondii","Eukaryota",100,83,0,1,83,2916,2998,2.55e-33,154,83
"220","OTU_420","gi|146422721|ref|XM_001487246.1|","Meyerozyma guilliermondii;Meyerozyma guilliermondii ATCC 6260","Eukaryota",100,83,0,1,83,1916,1998,2.55e-33,154,83
"221","OTU_423","gi|1279717078|ref|XM_023047209.1|","Onthophagus taurus","Eukaryota",89.908,109,11,1,109,563,455,2.99e-29,141,76
"222","OTU_427","gi|1790167109|dbj|AP018760.1|","Amblygaster sirm","Eukaryota",100,99,0,1,99,522,620,4.31e-42,183,99
"223","OTU_43","gi|2554136882|gb|OR360074.1|","Potamochoerus porcus","Eukaryota",100,99,0,1,99,1,99,4.31e-42,183,99
"224","OTU_438","gi|1279731426|ref|XM_023054646.1|","Onthophagus taurus","Eukaryota",95.181,83,4,7,89,1102,1184,1.34e-26,132,71
"225","OTU_440","gi|1961334766|gb|MW524395.1|","Homo sapiens","Eukaryota",100,99,0,1,99,120,22,4.31e-42,183,99
"226","OTU_4402","gi|21326070|gb|AF502334.1|","Macaca mulatta","Eukaryota",99,100,1,1,100,3,102,5.66e-41,180,97
"227","OTU_4469","gi|2415277908|emb|OX388311.1|","Athripsodes cinereus","Eukaryota",95.96,99,4,1,99,11799130,11799032,2.02e-35,161,87
"228","OTU_4734","gi|2302150551|emb|OX333080.1|","Alloplasta piceator","Eukaryota",91.463,82,5,1,81,24899107,24899187,1.68e-20,111,60
"229","OTU_4760","gi|345431199|dbj|AB426937.1|","Aesalus asiaticus","Eukaryota",100,87,0,1,87,902,816,1.65e-35,161,87
"230","OTU_4760","gi|1142102530|gb|KX278761.1|","Anomala aereiventris","Eukaryota",100,87,0,1,87,2138,2052,1.65e-35,161,87
"231","OTU_4760","gi|1142102533|gb|KX278764.1|","Anomala aglaos","Eukaryota",100,87,0,1,87,2138,2052,1.65e-35,161,87
"232","OTU_4760","gi|574450823|gb|KF737970.1|","Anomala balzapambae","Eukaryota",100,87,0,1,87,2154,2068,1.65e-35,161,87
"233","OTU_4760","gi|574450817|gb|KF737964.1|","Anomala calligrapha","Eukaryota",100,87,0,1,87,2154,2068,1.65e-35,161,87
"234","OTU_4760","gi|1142102511|gb|KX278742.1|","Anomala clarivillosa","Eukaryota",100,87,0,1,87,2137,2051,1.65e-35,161,87
"235","OTU_4760","gi|1142102542|gb|KX278773.1|","Anomala clathrata","Eukaryota",100,87,0,1,87,829,743,1.65e-35,161,87
"236","OTU_4760","gi|1142102515|gb|KX278746.1|","Anomala contusa","Eukaryota",100,87,0,1,87,2137,2051,1.65e-35,161,87
"237","OTU_4760","gi|574450828|gb|KF737975.1|","Anomala cupricollis","Eukaryota",100,87,0,1,87,2152,2066,1.65e-35,161,87
"238","OTU_4760","gi|574450838|gb|KF737985.1|","Anomala discoidalis","Eukaryota",100,87,0,1,87,2339,2253,1.65e-35,161,87
"239","OTU_4760","gi|574450806|gb|KF737953.1|","Anomala eucoma","Eukaryota",100,87,0,1,87,2172,2086,1.65e-35,161,87
"240","OTU_4760","gi|1142102528|gb|KX278759.1|","Anomala ferrea","Eukaryota",100,87,0,1,87,2235,2149,1.65e-35,161,87
"241","OTU_4760","gi|1142102505|gb|KX278736.1|","Anomala flavacoma","Eukaryota",100,87,0,1,87,1325,1239,1.65e-35,161,87
"242","OTU_4760","gi|1142102517|gb|KX278748.1|","Anomala globulata","Eukaryota",100,87,0,1,87,2136,2050,1.65e-35,161,87
"243","OTU_4760","gi|1142102534|gb|KX278765.1|","Anomala hoppi","Eukaryota",100,87,0,1,87,2312,2226,1.65e-35,161,87
"244","OTU_4760","gi|1142102513|gb|KX278744.1|","Anomala levicollis","Eukaryota",100,87,0,1,87,2138,2052,1.65e-35,161,87
"245","OTU_4760","gi|574450826|gb|KF737973.1|","Anomala mimeloides","Eukaryota",100,87,0,1,87,2155,2069,1.65e-35,161,87
"246","OTU_4760","gi|1142102519|gb|KX278750.1|","Anomala nigroflava","Eukaryota",100,87,0,1,87,1347,1261,1.65e-35,161,87
"247","OTU_4760","gi|1142102536|gb|KX278767.1|","Anomala obovata","Eukaryota",100,87,0,1,87,2138,2052,1.65e-35,161,87
"248","OTU_4760","gi|1142102506|gb|KX278737.1|","Anomala parvaeucoma","Eukaryota",100,87,0,1,87,1332,1246,1.65e-35,161,87
"249","OTU_4760","gi|1142102516|gb|KX278747.1|","Anomala perspicax","Eukaryota",100,87,0,1,87,2124,2038,1.65e-35,161,87
"250","OTU_4760","gi|1142102544|gb|KX278775.1|","Anomala semicincta","Eukaryota",100,87,0,1,87,2178,2092,1.65e-35,161,87
"251","OTU_4760","gi|1142102531|gb|KX278762.1|","Anomala semilla","Eukaryota",100,87,0,1,87,1343,1257,1.65e-35,161,87
"252","OTU_4760","gi|574450818|gb|KF737965.1|","Anomala sp. 206","Eukaryota",100,87,0,1,87,2137,2051,1.65e-35,161,87
"253","OTU_4760","gi|1142102520|gb|KX278751.1|","Anomala sp. 249","Eukaryota",100,87,0,1,87,1289,1203,1.65e-35,161,87
"254","OTU_4760","gi|574450824|gb|KF737971.1|","Anomala sp. 309","Eukaryota",100,87,0,1,87,2136,2050,1.65e-35,161,87
"255","OTU_4760","gi|1142102514|gb|KX278745.1|","Anomala stillaticia","Eukaryota",100,87,0,1,87,2138,2052,1.65e-35,161,87
"256","OTU_4760","gi|1142102524|gb|KX278755.1|","Anomala strigodermoides","Eukaryota",100,87,0,1,87,1349,1263,1.65e-35,161,87
"257","OTU_4760","gi|1142102532|gb|KX278763.1|","Anomala tenoriensis","Eukaryota",100,87,0,1,87,2138,2052,1.65e-35,161,87
"258","OTU_4760","gi|1142102546|gb|KX278777.1|","Anomala testaceipennis","Eukaryota",100,87,0,1,87,2245,2159,1.65e-35,161,87
"259","OTU_4760","gi|574450816|gb|KF737963.1|","Anomala trapezifera;Anomala subridens","Eukaryota",100,87,0,1,87,2137,2051,1.65e-35,161,87
"260","OTU_4760","gi|1142102548|gb|KX278779.1|","Anomala tuberculata","Eukaryota",100,87,0,1,87,2138,2052,1.65e-35,161,87
"261","OTU_4760","gi|1142102512|gb|KX278743.1|","Anomala vallisneria","Eukaryota",100,87,0,1,87,2137,2051,1.65e-35,161,87
"262","OTU_4760","gi|1142102523|gb|KX278754.1|","Anomala volsellata","Eukaryota",100,87,0,1,87,2315,2229,1.65e-35,161,87
"263","OTU_4760","gi|1142102522|gb|KX278753.1|","Anomala zumbadoi","Eukaryota",100,87,0,1,87,1321,1235,1.65e-35,161,87
"264","OTU_4760","gi|574450825|gb|KF737972.1|","Anomalorhina turrialbana","Eukaryota",100,87,0,1,87,2272,2186,1.65e-35,161,87
"265","OTU_4760","gi|2673090976|emb|OZ014515.1|","Aphodius sticticus","Eukaryota",100,87,0,1,87,16560749,16560663,1.65e-35,161,87
"266","OTU_4760","gi|574450830|gb|KF737977.1|","Callistethus chontalensis","Eukaryota",100,87,0,1,87,2167,2081,1.65e-35,161,87
"267","OTU_4760","gi|574450812|gb|KF737959.1|","Callistethus fuscorubens","Eukaryota",100,87,0,1,87,1321,1235,1.65e-35,161,87
"268","OTU_4760","gi|574450831|gb|KF737978.1|","Callistethus granulipygus","Eukaryota",100,87,0,1,87,2176,2090,1.65e-35,161,87
"269","OTU_4760","gi|574450833|gb|KF737980.1|","Callistethus lativittis","Eukaryota",100,87,0,1,87,848,762,1.65e-35,161,87
"270","OTU_4760","gi|574450809|gb|KF737956.1|","Callistethus levigatus","Eukaryota",100,87,0,1,87,2157,2071,1.65e-35,161,87
"271","OTU_4760","gi|574450836|gb|KF737983.1|","Callistethus macroxantholeus","Eukaryota",100,87,0,1,87,2148,2062,1.65e-35,161,87
"272","OTU_4760","gi|574450841|gb|KF737988.1|","Callistethus microxantholeus","Eukaryota",100,87,0,1,87,2140,2054,1.65e-35,161,87
"273","OTU_4760","gi|574450813|gb|KF737960.1|","Callistethus parapulcher","Eukaryota",100,87,0,1,87,2172,2086,1.65e-35,161,87
"274","OTU_4760","gi|574450835|gb|KF737982.1|","Callistethus schneideri","Eukaryota",100,87,0,1,87,2178,2092,1.65e-35,161,87
"275","OTU_4760","gi|574450820|gb|KF737967.1|","Callistethus valdecostatus","Eukaryota",100,87,0,1,87,2180,2094,1.65e-35,161,87
"276","OTU_4760","gi|1142102527|gb|KX278758.1|","Callistethus yalizo","Eukaryota",100,87,0,1,87,1340,1254,1.65e-35,161,87
"277","OTU_4760","gi|345431200|dbj|AB426938.1|","Ceruchus lignarius","Eukaryota",100,87,0,1,87,907,821,1.65e-35,161,87
"278","OTU_4760","gi|2440437202|emb|OX421892.1|","Cetonia aurata","Eukaryota",100,87,0,1,87,1859281,1859195,1.65e-35,161,87
"279","OTU_4760","gi|1142102539|gb|KX278770.1|","Cyclocephala erotylina","Eukaryota",100,87,0,1,87,1302,1216,1.65e-35,161,87
"280","OTU_4760","gi|47498392|gb|AY521744.1|","Phyllophaga sp. BYU_ACCO040","Eukaryota",100,87,0,1,87,2178,2092,1.65e-35,161,87
"281","OTU_4760","gi|37223285|gb|AY310662.1|","Phyllophaga sp. JAR-2003","Eukaryota",100,87,0,1,87,2170,2084,1.65e-35,161,87
"282","OTU_4760","gi|1142102538|gb|KX278769.1|","Platycoelia humeralis","Eukaryota",100,87,0,1,87,2295,2209,1.65e-35,161,87
"283","OTU_4764","gi|2546775058|emb|OY293827.1|","Crioceris asparagi","Eukaryota",86.408,103,14,1,103,23213343,23213445,6.08e-21,113,61
"284","OTU_4818","gi|2112932775|emb|OU795043.1|","Patella pellucida","Eukaryota",85,80,12,1,80,4900274,4900195,1.42e-11,82.4,44
"285","OTU_4891","gi|2551373105|emb|OY390735.1|","Geotrupes spiniger","Eukaryota",91.837,98,8,1,98,22535681,22535584,3.45e-28,137,74
"286","OTU_5","gi|589144623|ref|NC_023541.1|","Sus cebifrons","Eukaryota",100,99,0,1,99,1557,1655,4.31e-42,183,99
"287","OTU_5","gi|145315776|gb|EF545592.1|","Sus scrofa","Eukaryota",100,99,0,1,99,1827,1925,4.31e-42,183,99
"288","OTU_5","gi|675295369|gb|KJ789952.1|","Sus scrofa domesticus","Eukaryota",100,99,0,1,99,1557,1655,4.31e-42,183,99
"289","OTU_5071","gi|2672402823|emb|OZ012707.1|","Cylloceria caligata","Eukaryota",95.402,87,2,1,85,8860049,8859963,2.77e-28,137,74
"290","OTU_5071","gi|2519850269|emb|OX596278.1|","Harpalus rufipes","Eukaryota",95.402,87,2,1,85,20139292,20139378,2.77e-28,137,74
"291","OTU_5071","gi|2211222234|emb|OW121795.1|","Leistus spinibarbis","Eukaryota",95.402,87,2,1,85,1647582,1647496,2.77e-28,137,74
"292","OTU_51","gi|390632662|gb|JQ991603.1|","Varanus bengalensis","Eukaryota",100,96,0,1,96,16,111,1.91e-40,178,96
"293","OTU_5134","gi|2040324639|emb|OU015634.1|","Zeuzera pyrina","Eukaryota",95.455,88,3,11,98,21894006,21893920,1.08e-28,139,75
"294","OTU_520","gi|14589691|gb|AC013437.8|","Homo sapiens","Eukaryota",100,100,0,1,100,65472,65373,1.22e-42,185,100
"295","OTU_5206","gi|2673090960|emb|OZ014502.1|","Xestobium rufovillosum","Eukaryota",89.189,111,11,1,110,20482745,20482635,3.92e-28,137,74
"296","OTU_5207","gi|2560328956|emb|OY720319.1|","Philonthus spinipes","Eukaryota",100,82,0,1,82,10297691,10297610,9.34e-33,152,82
"297","OTU_528","gi|1567481465|ref|NC_040292.1|","Nycticebus coucang insularis","Eukaryota",100,99,0,1,99,525,623,4.31e-42,183,99
"298","OTU_5315","gi|1268893135|gb|MF893989.1|","Macaca fascicularis","Eukaryota",98.98,98,1,1,98,510,607,7.21e-40,176,95
"299","OTU_5343","gi|2518552833|emb|OX638361.1|","Hermaeophaga mercurialis","Eukaryota",85.882,85,9,1,85,22206743,22206824,2.72e-13,87.9,47
"300","OTU_537","gi|2669162116|emb|OZ007492.1|","Caenorhabditis plicata","Eukaryota",100,85,0,1,85,10527919,10528003,2.05e-34,158,85
"301","OTU_54","gi|1735237177|ref|NC_044472.1|","Sardinella fijiensis","Eukaryota",100,99,0,1,99,514,612,4.31e-42,183,99
"302","OTU_54","gi|1918304739|gb|MW158775.1|","Sardinella jussieu","Eukaryota",100,99,0,1,99,24,122,4.31e-42,183,99
"303","OTU_54","gi|1241931945|ref|NC_035874.1|","Sardinella jussieu;Sardinella fijiensis","Eukaryota",100,99,0,1,99,514,612,4.31e-42,183,99
"304","OTU_560","gi|21326048|gb|AF502312.1|","Macaca mulatta","Eukaryota",99,100,1,1,100,3,102,5.66e-41,180,97
"305","OTU_566","gi|125858438|emb|AM492801.1|","Macaca arctoides","Eukaryota",93.333,105,1,1,105,3,101,4.77e-32,150,81
"306","OTU_566","gi|125858444|emb|AM492807.1|","Macaca fascicularis","Eukaryota",93.333,105,1,1,105,3,101,4.77e-32,150,81
"307","OTU_566","gi|34305181|gb|AY360269.1|","Macaca mulatta","Eukaryota",93.333,105,1,1,105,3,101,4.77e-32,150,81
"308","OTU_57","gi|1898139978|gb|MT410946.1|","Alburnus alburnus","Eukaryota",100,101,0,1,101,1149,1249,3.43e-43,187,101
"309","OTU_57","gi|1993500642|gb|MW652802.1|","Phoxinus phoxinus","Eukaryota",100,101,0,1,101,440,540,3.43e-43,187,101
"310","OTU_571","gi|2634358196|gb|CP139551.1|","Homo sapiens","Eukaryota",98.98,98,1,1,98,2292280,2292183,7.32e-40,176,95
"311","OTU_5781","gi|2560359970|emb|OY720449.1|","Harpalus rubripes","Eukaryota",93.827,81,5,1,81,46508144,46508064,7.91e-24,122,66
"312","OTU_5893","gi|2444161672|gb|OQ199571.1|","Macaca assamensis","Eukaryota",98.958,96,1,1,96,510,605,9.32e-39,172,93
"313","OTU_5893","gi|1268893037|gb|MF893982.1|","Macaca fascicularis","Eukaryota",98.958,96,1,1,96,510,605,9.32e-39,172,93
"314","OTU_5893","gi|1070067779|ref|NC_031156.1|","Macaca leucogenys","Eukaryota",98.958,96,1,1,96,1045,1140,9.32e-39,172,93
"315","OTU_592","gi|1268892387|gb|MF893935.1|","Macaca fascicularis","Eukaryota",96.97,99,3,1,99,510,608,4.34e-37,167,90
"316","OTU_592","gi|21326093|gb|AF502357.1|","Macaca mulatta","Eukaryota",96.97,99,3,1,99,3,101,4.34e-37,167,90
"317","OTU_5920","gi|2673090967|emb|OZ014509.1|","Aphodius sticticus","Eukaryota",86,100,14,1,100,58531262,58531361,2.71e-19,108,58
"318","OTU_5954","gi|2042861475|ref|XM_041705588.1|","Aspergillus puulaauensis","Eukaryota",98.131,107,2,1,107,233,339,3.69e-43,187,101
"319","OTU_610","gi|17979892|gb|AF363578.1|","Homo sapiens","Eukaryota",98.864,88,1,1,88,92552,92639,2.21e-34,158,85
"320","OTU_6314","gi|2634358196|gb|CP139551.1|","Homo sapiens","Eukaryota",98.99,99,1,1,99,2292280,2292182,2.03e-40,178,96
"321","OTU_6350","gi|2440437202|emb|OX421892.1|","Cetonia aurata","Eukaryota",94.624,93,3,1,92,1848269,1848178,6.52e-30,143,77
"322","OTU_642","gi|470227023|ref|NC_020596.1|","Tachycineta bicolor","Eukaryota",99.02,102,1,1,102,462,563,4.5e-42,183,99
"323","OTU_642","gi|470227156|ref|NC_020599.1|","Tachycineta cyaneoviridis","Eukaryota",99.02,102,1,1,102,462,563,4.5e-42,183,99
"324","OTU_642","gi|470227100|ref|NC_020598.1|","Tachycineta euchrysea","Eukaryota",99.02,102,1,1,102,462,563,4.5e-42,183,99
"325","OTU_6454","gi|1279747322|ref|XM_023062903.1|","Onthophagus taurus","Eukaryota",92.233,103,8,1,103,1617,1515,6e-31,147,79
"326","OTU_6540","gi|2231841732|emb|OW285244.1|","Melolontha melolontha","Eukaryota",90.426,94,9,5,98,32697248,32697341,2.61e-24,124,67
"327","OTU_668","gi|1139379214|dbj|AP012946.1|","Euthynnus affinis","Eukaryota",98.99,99,1,1,99,514,612,2e-40,178,96
"328","OTU_668","gi|1790166973|dbj|AP006829.1|","Euthynnus alletteratus","Eukaryota",98.99,99,1,1,99,513,611,2e-40,178,96
"329","OTU_668","gi|2580278232|gb|OP057037.2|","Euthynnus lineatus","Eukaryota",98.99,99,1,1,99,514,612,2e-40,178,96
"330","OTU_668","gi|726965608|gb|KM605252.1|","Katsuwonus pelamis","Eukaryota",98.99,99,1,1,99,514,612,2e-40,178,96
"331","OTU_6744","gi|1279733162|ref|XM_023055567.1|","Onthophagus taurus","Eukaryota",97.674,86,2,1,86,80,165,1.26e-31,148,80
"332","OTU_6783","gi|2575799671|emb|OY728583.1|","Carabus problematicus","Eukaryota",89.535,86,7,7,92,7739285,7739368,2.38e-19,108,58
"333","OTU_6985","gi|2634358141|gb|CP139534.1|","Homo sapiens","Eukaryota",99,100,1,1,100,11351762,11351861,5.66e-41,180,97
"334","OTU_7","gi|2444161630|gb|OQ199568.1|","Macaca arctoides","Eukaryota",100,99,0,1,99,510,608,4.31e-42,183,99
"335","OTU_7","gi|1268893065|gb|MF893984.1|","Macaca fascicularis","Eukaryota",100,99,0,1,99,510,608,4.31e-42,183,99
"336","OTU_70","gi|21326043|gb|AF502307.1|","Macaca mulatta","Eukaryota",99,100,0,1,99,3,102,2e-40,178,96
"337","OTU_73","gi|1279730058|ref|XM_023053922.1|","Onthophagus taurus","Eukaryota",93.333,90,6,1,90,1094,1183,3.79e-27,134,72
"338","OTU_740","gi|295809508|emb|FN674059.1|","Homo sapiens","Eukaryota",96,100,4,1,100,254,353,5.7e-36,163,88
"339","OTU_75","gi|2670540848|emb|OZ010001.1|","Anas acuta","Eukaryota",100,101,0,1,101,546,646,3.43e-43,187,101
"340","OTU_75","gi|507474041|gb|KC771255.1|","Anas crecca","Eukaryota",100,101,0,1,101,547,647,3.43e-43,187,101
"341","OTU_75","gi|294999456|gb|HM063540.1|","Anas crecca crecca","Eukaryota",100,101,0,1,101,512,612,3.43e-43,187,101
"342","OTU_75","gi|6318692|gb|AF173690.1|AF173690","Anas cyanoptera","Eukaryota",100,101,0,1,101,3,103,3.43e-43,187,101
"343","OTU_75","gi|6318694|gb|AF173692.1|AF173692","Anas hottentota","Eukaryota",100,101,0,1,101,3,103,3.43e-43,187,101
"344","OTU_75","gi|1750939978|gb|MK770342.1|","Anas platyrhynchos","Eukaryota",100,101,0,1,101,1595,1695,3.43e-43,187,101
"345","OTU_75","gi|2563111738|gb|OR269155.1|","Anas poecilorhyncha","Eukaryota",100,101,0,1,101,546,646,3.43e-43,187,101
"346","OTU_75","gi|2132858599|gb|MZ593724.1|","Anas zonorhyncha","Eukaryota",100,101,0,1,101,546,646,3.43e-43,187,101
"347","OTU_75","gi|2029858669|gb|MW849288.1|","Histrionicus histrionicus","Eukaryota",100,101,0,1,101,1623,1723,3.43e-43,187,101
"348","OTU_75","gi|37725792|gb|AY164527.1|","Mareca falcata","Eukaryota",100,101,0,1,101,475,575,3.43e-43,187,101
"349","OTU_75","gi|6318700|gb|AF173698.1|AF173698","Ptaiochen pau","Eukaryota",100,101,0,1,101,3,103,3.43e-43,187,101
"350","OTU_75","gi|948299546|ref|NC_028346.1|","Spatula clypeata","Eukaryota",100,101,0,1,101,547,647,3.43e-43,187,101
"351","OTU_75","gi|6318693|gb|AF173691.1|AF173691","Spatula querquedula","Eukaryota",100,101,0,1,101,3,103,3.43e-43,187,101
"352","OTU_75","gi|674840596|ref|NC_024750.1|","Tadorna tadorna","Eukaryota",100,101,0,1,101,1596,1696,3.43e-43,187,101
"353","OTU_75","gi|6318699|gb|AF173697.1|AF173697","Thambetochen chauliodous","Eukaryota",100,101,0,1,101,3,103,3.43e-43,187,101
"354","OTU_75","gi|983212086|gb|KU254291.1|","vertebrate environmental sample","Eukaryota",100,101,0,1,101,1,101,3.43e-43,187,101
"355","OTU_8","gi|372291711|ref|NC_016707.1|","Cervus albirostris","Eukaryota",100,100,0,1,100,509,608,1.22e-42,185,100
"356","OTU_8","gi|1240339374|gb|MF177030.1|","Rusa unicolor","Eukaryota",100,100,0,1,100,504,603,1.22e-42,185,100
"357","OTU_8","gi|2090366089|gb|MK941883.1|","Rusa unicolor cambojensis","Eukaryota",100,100,0,1,100,509,608,1.22e-42,185,100
"358","OTU_8","gi|1219401643|gb|KY946815.1|","Rusa unicolor hainana","Eukaryota",100,100,0,1,100,509,608,1.22e-42,185,100
"359","OTU_8","gi|2430244312|gb|OQ303840.1|","Rusa unicolor swinhoei","Eukaryota",100,100,0,1,100,440,539,1.22e-42,185,100
"360","OTU_80","gi|1642519614|ref|NC_042168.1|","Trichiurus haumela","Eukaryota",100,100,0,1,100,520,619,1.22e-42,185,100
"361","OTU_80","gi|1796389742|gb|MK292708.1|","Trichiurus japonicus","Eukaryota",100,100,0,1,100,520,619,1.22e-42,185,100
"362","OTU_80","gi|2580283331|gb|OP057099.2|","Trichiurus lepturus","Eukaryota",100,100,0,1,100,1434,1533,1.22e-42,185,100
"363","OTU_81","gi|358726034|gb|JN316926.1|","Chordata environmental sample","Eukaryota",100,100,0,1,100,3,102,1.22e-42,185,100
"364","OTU_81","gi|1898880459|gb|MT768090.1|","Ovis ammon","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"365","OTU_81","gi|2468613588|gb|OQ509383.1|","Ovis ammon ammon","Eukaryota",100,100,0,1,100,513,612,1.22e-42,185,100
"366","OTU_81","gi|1071034834|gb|KX609626.1|","Ovis ammon darwini","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"367","OTU_81","gi|397788279|gb|JX101654.1|","Ovis ammon hodgsoni","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"368","OTU_81","gi|2468613824|gb|OQ509395.1|","Ovis ammon karelini","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"369","OTU_81","gi|2468639834|gb|OQ513282.1|","Ovis ammon polii","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"370","OTU_81","gi|2468639908|gb|OQ513286.1|","Ovis ammon severtzovi","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"371","OTU_81","gi|1825549437|gb|MT253543.1|","Ovis aries","Eukaryota",100,100,0,1,100,30,129,1.22e-42,185,100
"372","OTU_81","gi|1382870178|gb|MH094035.1|","Ovis canadensis","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"373","OTU_81","gi|1488177203|ref|NC_039431.1|","Ovis nivicola lydekkeri","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"374","OTU_81","gi|1898893157|gb|MT768232.1|","Ovis orientalis","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
"375","OTU_81","gi|751361720|gb|KF312238.2|","Ovis orientalis ophion","Eukaryota",100,100,0,1,100,512,611,1.22e-42,185,100
